	growth_rate
283	57.683629893043175
284	56.972523261156795
285	58.0178690386638
286	22.009943164782527
287	33.85830334765054
288	33.858303347650555
289	15.288158700534542
290	54.04913243762319
291	37.45989549718053
292	51.770231413200094
293	14.985941753586088
294	37.53588671057976
295	37.53588671057989
296	29.01397131474875
297	54.789277866845126
298	42.949472048954014
299	54.78245821670191
300	27.072859525606138
301	41.22217323414895
302	41.22217323414899
303	19.7389292374858
304	58.1857448151769
305	54.36838737902338
306	58.211004927097214
307	19.570013347552305
308	41.22217323414903
309	41.22217323414902
310	31.260221912828136
311	59.406930679392204
312	54.36838737902336
313	59.15624568117841
314	27.435796714073696
315	38.18194147406936
316	38.181941474069404
317	17.350007078606822
318	57.07581684384376
319	54.23378908798908
320	58.01097283896989
321	17.0577529999488
322	38.18194147406935
323	38.18194147406943
324	28.819622463041927
325	58.09986988978396
326	54.23378908798907
327	58.98953123173158
328	25.414472237392793
329	0.0
330	0.0
331	0.0
332	0.5352987194483851
333	0.3358088824995273
334	0.4235163649295475
335	0.0
336	0.0
337	0.0
338	0.0
339	54.60715327889549
340	54.78245821670237
341	54.78245821670233
342	0.0
343	0.0
344	0.0
345	0.0
346	54.78927786684529
347	54.78245821670208
348	54.78245821670216
349	0.0
350	12.008033017694
351	12.00803301769415
352	8.599489299894552
353	20.61945372809704
354	14.449224982839432
355	20.61688650238832
356	2.401492893870276
357	36.90730298876917
358	28.738571381877428
359	24.386581853575205
360	46.22060556655492
361	51.673752798061514
362	52.668648603289064
363	18.315294934730968
364	42.7520608478352
365	35.73352606728196
366	27.01743108510762
367	51.98443561305189
368	54.12286172803887
369	54.95194115321933
370	25.283880878759295
371	37.58080097525527
372	36.06021759752727
373	25.966922344493284
374	52.471743734633314
375	49.00287155016467
376	55.425796599332934
377	23.094928931721526
378	31.177798367014066
379	29.09665623679572
380	20.6082807918871
381	38.79291102763755
382	41.5281132964077
383	42.74524751455258
384	14.473857903963042
385	10.980544229034413
386	11.102751952177137
387	6.359807883531593
388	25.510386811687358
389	15.57966486524078
390	23.94666612381608
391	5.374692270908625
392	15.271874503154615
393	15.271874503154667
394	9.52587480411617
395	30.152530635061204
396	18.26144974367269
397	30.14853217824841
398	8.080765972289887
399	8.821613110402463
400	11.118486537352574
401	6.4052136802117925
402	16.03970004144739
403	9.706711859073165
404	16.037631114432678
405	2.4734721149003596
406	43.60766805794748
407	43.5230925140758
408	23.254808368075885
409	57.55586664463498
410	55.18743308045296
411	56.7709601166517
412	21.264325119538846
413	43.60766805794755
414	43.52309251407578
415	33.10430077499346
416	58.692269147531135
417	55.18743308045288
418	57.99115253746918
419	28.35033924804474
420	14.97717161059586
421	15.464981191168105
422	6.412929828607865
423	30.254784364651623
424	18.453150184658558
425	29.97370796646045
426	5.4195857822924
427	4.610822153324428
428	4.610822153323891
429	5.690924220836292
430	7.321249152281454
431	4.610938721121668
432	6.7112352416511785
433	2.2737023881713028
434	5.301737632226549
435	5.301737632226621
436	4.862942085356029
437	11.16272751361731
438	5.301906084941834
439	11.161384436167783
440	0.0
441	39.91980096453601
442	39.91980096453603
443	20.58177617294862
444	56.87163913271394
445	55.36828267683737
446	56.59904126655002
447	18.748521912290137
448	39.91980096453597
449	39.91980096453592
450	29.404452886874424
451	56.97165565854862
452	55.3682826768373
453	57.86368984801812
454	25.57374075116128
455	0.2349592614180121
456	0.2349592614180112
457	4.6356578472996235
458	0.5352987194483152
459	0.33580888249934754
460	0.4558088504332653
461	0.0
462	0.3358088824995039
463	0.3358088824995055
464	13.951827053533579
465	0.4750843342280381
466	0.33580888249950447
467	0.4235163649295182
468	0.3358088824995052
469	0.4235163649295194
470	0.4235163649295218
471	18.32291938353233
472	0.466341408641534
473	0.42351636492952205
474	0.4235163649295214
475	0.4235163649295214
476	0.0
477	-2.288707153510114e-13
478	0.0
479	0.45180162834408405
480	0.33582824354238844
481	0.4235344412121718
482	0.0
483	7.210415867027279
484	8.217473529568837
485	5.772178182772338
486	16.881714230703587
487	12.44838990919774
488	16.527588987001035
489	2.137426740917453
490	0.0
491	0.0
492	0.0
493	0.48163144192045326
494	0.34148048071030124
495	0.4322704979170597
496	0.0
497	0.0
498	0.0
499	0.0
500	20.968299528555043
501	0.3358088824995065
502	0.4235163649295211
503	0.0
504	1.8414084795240422
505	1.9396690515288812
506	4.229676711937396
507	23.09299020014694
508	7.672297281420979
509	13.473163834440724
510	0.0
511	4.961309214354885
512	6.252149285867749
513	4.567022101747884
514	19.080155897096198
515	8.055540406586829
516	11.557811051155932
517	0.0
518	15.036413696333943
519	15.38707439819092
520	7.107982654540935
521	21.361961726899278
522	16.073426291544653
523	21.35920629259662
524	4.429973502122752
525	3.88469535673333
526	3.8846953567332934
527	4.085546464706524
528	16.365784800706138
529	12.112432694144061
530	16.337310106219142
531	0.0
532	15.036413696334051
533	15.38707439819091
534	12.302245601788655
535	21.36196172689957
536	16.073426291544568
537	21.35920629259659
538	7.4835432408886815
539	15.036413696333986
540	15.387074398190924
541	12.302245601788652
542	21.36196172689942
543	16.073426291544614
544	21.35920629259656
545	7.483543240888655
546	19.6460756132419
547	19.646075613241873
548	12.429106369017147
549	27.076351249367544
550	25.5030134022512
551	27.072807411736093
552	7.645633616452682
553	19.646075613242004
554	19.64607561324197
555	7.163756836219245
556	27.07635124936754
557	25.503013402251387
558	27.07280741173614
559	5.756329178282139
560	11.584014559718206
561	11.584014559718167
562	8.733114647117077
563	20.813951103741672
564	13.61346001736955
565	20.811335220880295
566	6.0412019181263625
567	0.0
568	0.0
569	0.0
570	0.5352987194483586
571	0.3358088824995039
572	0.4235163649295225
573	0.0
574	35.87365607205207
575	29.792221182333016
576	17.13403196355437
577	43.80252296695031
578	45.26065607975401
579	43.057919263725736
580	15.242499044147745
581	-5.755037544689419e-13
582	-5.755037544689419e-13
583	-5.755037544689419e-13
584	42.92686478220873
585	45.1064106515046
586	41.47651149905615
587	0.0
588	0.0
589	0.0
590	0.0
591	43.750740327248195
592	46.58661126008445
593	43.008758040488175
594	0.0
595	0.0
596	0.0
597	0.0
598	43.75074032724817
599	46.486460868151084
600	43.0087580404885
601	0.0
602	0.0
603	0.0
604	0.0
605	42.94867893878609
606	45.29709741348163
607	41.991991825333876
608	0.0
609	0.0
610	0.0
611	0.0
612	53.01262382589181
613	53.00640958076947
614	53.00640958076931
615	0.0
616	0.0
617	0.0
618	0.0
619	0.4903808501798817
620	0.34148048071030207
621	0.43227049791706007
622	0.0
623	0.0
624	0.0
625	0.0
626	53.01262382589164
627	53.006409580769166
628	53.00640958076927
629	0.0
630	4.977290462808366
631	4.977290462808378
632	5.010119279336004
633	9.810649667101401
634	4.977421328870082
635	8.58221285680884
636	0.8404179561663565
637	40.902593321579424
638	40.90259332157947
639	21.007943707739585
640	57.29802217520289
641	54.63250280395382
642	56.37579411079939
643	19.271850574581514
644	40.90259332157937
645	40.90259332157939
646	30.100796724057023
647	58.01550186617123
648	54.63250280395375
649	57.2659890275839
650	26.385812423279624
651	38.62659704435959
652	37.88700153099716
653	17.66202163206945
654	54.64644916009243
655	51.667401618533695
656	51.7832274132761
657	15.76899554390687
658	36.54100046228328
659	36.54100046228329
660	15.499980908692438
661	50.363938860674295
662	42.64101816307579
663	45.80762831604261
664	15.07484674807315
665	37.089608712046726
666	36.722611032278266
667	16.6063604358521
668	54.955974814020884
669	50.75255527601962
670	51.74682182716887
671	14.438390687768448
672	0.0
673	0.0
674	0.0
675	48.64721471195332
676	50.55427074360412
677	48.3011153090817
678	0.0
679	12.739024003459393
680	12.73902400345931
681	9.50376456177007
682	20.391133159746094
683	14.333043750810281
684	20.373089981914166
685	6.237835003977232
686	45.938089860541595
687	45.62808746514879
688	25.672139261179268
689	58.30308560692838
690	57.430815942232265
691	58.02919360428809
692	23.976407399758777
693	43.911656633647
694	43.911656633646835
695	23.450128086908784
696	54.686392812395034
697	50.82413112014884
698	54.59898052731303
699	22.70596487023305
700	44.207016713001025
701	44.080006775923806
702	23.803536755078348
703	58.9515798399403
704	56.908910760875024
705	58.21919580600676
706	21.870598032582063
707	0.0
708	0.0
709	0.0
710	54.487239535838704
711	54.48085243333209
712	54.48085243333219
713	8.858253339412447e-13
714	6.927435933915385
715	6.927435933915321
716	5.762694847946928
717	21.692360542958692
718	17.12743801724827
719	22.777716164278793
720	1.6497286675267508
721	18.93570206806272
722	18.93570206806222
723	7.825560647422716
724	28.881269606273477
725	22.81333622913155
726	26.6411377965339
727	5.041595254748938
728	12.32963905659253
729	12.329639056592358
730	7.512274618939973
731	24.290173545541798
732	15.952820099462015
733	23.525419300085026
734	4.684683639079864
735	17.914804557517268
736	18.328210709840132
737	9.65054260861715
738	34.2937089642157
739	20.866496234780854
740	33.24840563724915
741	9.650542608617105
742	17.914804557517325
743	18.328210709839947
744	9.65054260861707
745	34.29370896421569
746	20.866496234780353
747	33.248405637249164
748	9.650542608616973
749	29.920789014392383
750	29.920789014392547
751	16.25619061414527
752	36.71919804619111
753	36.433755086947784
754	38.66357782725638
755	12.946029130297427
756	29.92078901439247
757	29.920789014392387
758	20.504112956487532
759	36.71919804619125
760	36.433755086948025
761	38.663577827256404
762	16.819370737280053
763	29.920789014392493
764	29.920789014392547
765	20.504112956487983
766	36.719198046191124
767	36.43375508694777
768	38.66357782725638
769	16.81937073728
770	28.35285651220716
771	28.352856512207083
772	18.175105328852187
773	37.88229515088493
774	36.62652408912881
775	40.123597595372765
776	14.518074385814705
777	30.997623478460593
778	30.9976234784605
779	21.622559644795214
780	38.94958730458874
781	36.62652408912878
782	40.12359759537292
783	19.333932511334098
784	9.092714720252442
785	9.15706382162983
786	7.299365202439375
787	15.351850019078146
788	9.157281288115659
789	14.493742756210782
790	2.0446056031445528
791	45.938089860541595
792	45.62808746514874
793	35.53517584103495
794	59.09564948499321
795	57.43081594223238
796	59.502623473314976
797	29.980432690506824
798	8.043635715703402
799	8.043635715703383
800	6.017797603624145
801	19.083337180605007
802	14.069497242375567
803	19.018889642673944
804	1.6850811798525858
805	17.854143457211034
806	17.854143457211023
807	8.73856251030623
808	24.637879611329218
809	21.59355449875474
810	24.63486075377773
811	4.7423625066283
812	17.854143457211073
813	17.854143457211013
814	8.738562510306593
815	24.641428519236733
816	21.59355449875469
817	24.63840879198669
818	4.742362506628166
819	18.91511150275588
820	18.915111502755774
821	9.503764561770408
822	27.748574623252942
823	20.253429955477735
824	26.607766598690663
825	6.6446957640588
826	8.826319340942629
827	8.826319340942723
828	8.048168129028516
829	11.34472079777014
830	8.826521381591379
831	10.545229709147875
832	5.5691172568570755
833	45.938089860541595
834	45.62808746514867
835	25.67213926117927
836	58.3030856069282
837	57.43081594223226
838	58.02919360428815
839	23.976407399758784
840	25.010852834145226
841	25.010852834145197
842	14.564790344012888
843	37.61635145906185
844	31.582095938306885
845	39.542378671611615
846	11.386937139721496
847	10.336873614734372
848	11.247140941359508
849	8.569528671618597
850	19.945535630232655
851	14.757265701881744
852	19.541915061452393
853	4.823553318863074
854	15.984062085594411
855	17.652765984692763
856	8.433620313427202
857	21.177890476820842
858	15.542235949959004
859	21.175062601788262
860	6.332535509756435
861	18.617974704067194
862	19.253235625773947
863	11.923451422724263
864	25.472846209489784
865	19.25331178529709
866	25.343343046284307
867	10.090196698056648
868	11.665324908559418
869	12.145483688673503
870	7.36913355872444
871	17.491640516105218
872	13.271835481427352
873	17.489391343878847
874	3.974229105339175
875	28.352856512207236
876	28.35285651220729
877	18.1751053288521
878	36.71919804619115
879	35.181426440400024
880	38.66357782725593
881	14.518074385814744
882	43.91165663364687
883	43.91165663364686
884	23.450128086908826
885	54.686392812394836
886	50.82413112014885
887	54.598980527313074
888	22.705964870233096
889	6.079020728636636
890	6.346255455374085
891	7.7914910898069625
892	7.188001495788875
893	6.362074892985148
894	6.911674631704338
895	4.669991307063516
896	5.054524827214676
897	5.331519764320925
898	7.5323435212910255
899	6.585586057416939
900	5.468156697067256
901	6.20151651149334
902	3.416224390664496
903	9.234661017401487
904	9.234661017401496
905	6.736428443455763
906	13.839774287928462
907	12.195775597027355
908	13.838086145507642
909	1.8490867054196825
910	9.284558259572394
911	9.28455825957243
912	6.772370233734133
913	13.915738543255705
914	12.260997830880855
915	13.914031819243567
916	1.861873115408814
917	43.91165663364707
918	43.911656633646956
919	33.65914559023974
920	54.686392812395084
921	52.81230458543934
922	54.67995893703196
923	29.806197472209906
924	45.13257302053248
925	45.1325730205325
926	35.23801344733301
927	61.15308393908976
928	60.40641269961175
929	62.53509714715973
930	31.34747549792693
931	45.13257302053248
932	45.13257302053246
933	23.632897045557428
934	60.32990732986796
935	60.406412699611884
936	61.403605033090884
937	23.63289704555744
938	37.96495729108467
939	37.96495729108481
940	17.821875482700474
941	56.834639661393666
942	42.39401814177549
943	55.549365417194466
944	17.46499350323298
945	40.307989758060884
946	40.30798975806087
947	30.848409218369405
948	58.06705185810006
949	47.028544813667615
950	58.059946788754885
951	28.50029322539053
952	43.206539144092226
953	43.206539144092176
954	21.599088358792542
955	60.82116270562262
956	57.874666475322776
957	61.60495825481765
958	21.165828491590233
959	43.20653914409224
960	43.206539144092176
961	32.9056902599586
962	62.10780828551174
963	57.87466647532267
964	62.448491380447614
965	28.904956399251436
966	39.93381149193484
967	39.93381149193483
968	19.08949463704819
969	59.693892914831004
970	57.720134316446874
971	61.379304469091124
972	18.65572565321299
973	39.9338114919348
974	39.933811491934904
975	30.03494114279649
976	60.6917176300606
977	57.72013431644689
978	62.25070715397409
979	26.695693499307335
980	0.0
981	0.0
982	0.0
983	6.036320705557114
984	4.754263677589891
985	5.116498360976505
986	0.0
987	0.0
988	0.0
989	0.0
990	57.08229589052701
991	58.05994678875447
992	58.05994678875459
993	0.0
994	0.0
995	0.0
996	0.0
997	57.428079688018656
998	58.05994678875493
999	58.05994678875488
1000	0.0
1001	16.69427940559078
1002	16.69427940559096
1003	10.765168804658254
1004	24.641428519237056
1005	19.04523293754675
1006	24.638408791986876
1007	4.585032649830843
1008	38.647996953224414
1009	30.168463782067615
1010	25.167846515125692
1011	48.22130010954623
1012	54.557296205871026
1013	55.782044488837045
1014	19.20287395364273
1015	44.76053983255811
1016	36.40612434011856
1017	27.613375374252886
1018	54.258490212603945
1019	57.13367376813222
1020	56.72898019014038
1021	26.102950746030178
1022	38.33327892404698
1023	36.12994601809217
1024	26.110437542462087
1025	52.7237986580815
1026	50.283755994946546
1027	55.82085403032304
1028	23.30049039460103
1029	31.427535422640243
1030	29.34639329242191
1031	20.869114840154406
1032	39.258817321256075
1033	42.56849171681573
1034	43.549943992778545
1035	14.72265292888404
1036	15.420446003478897
1037	15.511485763923051
1038	8.894945334493103
1039	29.00930862013299
1040	19.589955422302534
1041	27.248711362414568
1042	7.897854756805604
1043	19.20757005798834
1044	19.207570057988335
1045	11.841648315656037
1046	32.8473072305896
1047	22.361991154776
1048	32.84302417290303
1049	10.24094122339285
1050	13.106063256111836
1051	15.144121502053968
1052	8.92256353881624
1053	19.555634162402924
1054	13.816510664766792
1055	19.553222907809598
1056	4.836039674145488
1057	44.207016713001074
1058	44.08000677592375
1059	23.80353675507835
1060	58.95157983994041
1061	56.90891076087509
1062	58.2191958060067
1063	21.87059803258205
1064	44.20701671300099
1065	44.0800067759237
1066	33.647870374259746
1067	59.945310344301994
1068	56.908910760875024
1069	59.49351392509533
1070	28.814933929046514
1071	19.12140382820814
1072	19.453353571672093
1073	8.970153459897727
1074	33.13104424268267
1075	22.599714738310496
1076	33.199431526239465
1077	7.964632328633176
1078	9.162150576149077
1079	9.162150576148772
1080	8.232385235786913
1081	14.360170418321848
1082	9.162368284310109
1083	13.281040080187223
1084	4.940552272200874
1085	10.326772062462895
1086	10.53682668815433
1087	7.283527026267964
1088	16.060094407272295
1089	10.537163396717107
1090	16.05807351621319
1091	2.034057269814061
1092	39.95559042335628
1093	39.942941398369186
1094	21.06743078090195
1095	57.46604878337795
1096	56.91790002855609
1097	57.986990200852965
1098	19.076718048887518
1099	39.955590423356284
1100	39.94294139836918
1101	29.40445288687439
1102	57.46604878337801
1103	56.917900028556
1104	59.30902738727275
1105	25.59717979575309
1106	4.315327388921744
1107	4.315327388921751
1108	6.939373347426619
1109	6.036320705557077
1110	4.7542636775898615
1111	5.534785532264383
1112	1.835222976188718
1113	4.754263677589908
1114	4.754263677589964
1115	16.98407418260539
1116	5.321829963863221
1117	4.754263677589861
1118	5.116498360976489
1119	4.754263677589721
1120	5.116498360976482
1121	5.1164983609764905
1122	21.234092278382416
1123	5.2188743829563995
1124	5.116498360976508
1125	5.116498360976502
1126	5.116498360976502
1127	0.0
1128	0.0
1129	0.0
1130	5.048093113968511
1131	4.75456308642295
1132	5.11673131382735
1133	0.0
1134	10.925351894434222
1135	11.93256892257442
1136	8.031722752230515
1137	19.698782648058064
1138	16.443701117301654
1139	19.522865960072313
1140	4.272778901527696
1141	0.0
1142	0.0
1143	0.0
1144	5.41786332648262
1145	4.831605761060936
1146	5.221235614226392
1147	0.0
1148	0.0
1149	0.0
1150	0.0
1151	23.833443389812484
1152	4.754263677589985
1153	5.116498360976505
1154	0.0
1155	6.099057434554421
1156	6.113097056176849
1157	6.325557693810764
1158	25.673188943577255
1159	12.650910911583756
1160	16.946784885044515
1161	1.8694872858148348
1162	9.00480248284457
1163	10.006503203262419
1164	6.835517936550079
1165	21.909130541867253
1166	12.870299778687668
1167	14.98696901621019
1168	1.9658000539434473
1169	19.632997662368794
1170	19.63299766236881
1171	9.732799470292893
1172	25.121173099250978
1173	20.193731783542116
1174	25.11807560092767
1175	6.626464071738425
1176	8.952305354924622
1177	8.952305354924674
1178	6.10792608323409
1179	19.08333718060494
1180	16.201992835822857
1181	19.295776069470843
1182	1.685081179852579
1183	19.63299766236869
1184	19.6329976623687
1185	14.327043578782463
1186	25.121173099250917
1187	20.193731783542226
1188	25.118075600927824
1189	10.19936524002877
1190	19.63299766236874
1191	19.632997662368613
1192	14.32704357878249
1193	25.121173099250996
1194	20.193731783542137
1195	25.11807560092774
1196	10.19936524002877
1197	22.79341527212252
1198	22.793415272122385
1199	14.551596066393937
1200	31.158586288124273
1201	29.742269131164342
1202	31.15468529241864
1203	10.070739554107844
1204	22.793415272122292
1205	22.793415272122328
1206	9.810140865704989
1207	31.158586288124436
1208	29.742269131164406
1209	31.15468529241866
1210	8.192181304289221
1211	16.482100074314666
1212	16.48210007431479
1213	11.204240582593465
1214	24.818908533571186
1215	18.124550117111276
1216	24.815885122150764
1217	8.328430914240572
1218	0.0
1219	0.0
1220	0.0
1221	6.036320705557164
1222	4.75426367758986
1223	5.116498360976503
1224	0.0
1225	36.28601988102686
1226	30.071587831177634
1227	18.38471264636458
1228	44.05304857123389
1229	45.75474261703182
1230	43.313307103079275
1231	15.980337159068934
1232	0.0
1233	0.0
1234	0.0
1235	43.28735213277744
1236	45.41814203581313
1237	42.30150736208531
1238	0.0
1239	0.0
1240	0.0
1241	0.0
1242	44.00096976418289
1243	46.824586927184974
1244	43.26385429170229
1245	-1.7521789059659621e-13
1246	-3.9188414889101986e-13
1247	-3.9188414889101986e-13
1248	-3.9188414889101986e-13
1249	44.00096976418278
1250	46.71498743559746
1251	43.263854291702074
1252	0.0
1253	3.685138794390072e-13
1254	3.685138794390072e-13
1255	3.685138794390072e-13
1256	43.45672016090218
1257	45.64052723891417
1258	42.953196629565774
1259	0.0
1260	0.0
1261	0.0
1262	0.0
1263	54.48723953583837
1264	54.480852433331904
1265	54.480852433331904
1266	0.0
1267	0.0
1268	0.0
1269	0.0
1270	5.521970935820437
1271	4.831605761061103
1272	5.2212356142263845
1273	0.0
1274	0.0
1275	0.0
1276	0.0
1277	54.48723953583828
1278	54.48085243333226
1279	54.480852433332146
1280	0.0
1281	9.613188984347797
1282	9.613188984347808
1283	7.454660917771407
1284	15.78699047312712
1285	9.613446371843871
1286	15.39547721620253
1287	3.080944481780566
1288	41.00830867607089
1289	40.93730399393665
1290	21.503654310146082
1291	58.17608796535048
1292	56.33369821964625
1293	57.69563995096918
1294	19.51783855153063
1295	41.00830867607085
1296	40.93730399393663
1297	30.10079672405701
1298	58.36241420817058
1299	56.33369821964637
1300	58.33393181023269
1301	26.64526790593767
1302	37.936743645738986
1303	37.24073544109643
1304	15.788326083014809
1305	54.323463535846365
1306	50.12812762874651
1307	51.123601514090836
1308	14.450716580504643
1309	36.653705082152214
1310	36.65370508215233
1311	14.109962764592836
1312	50.54838743894611
1313	40.59433787695355
1314	45.087717329314415
1315	13.751166581279383
1316	36.477308120797176
1317	36.0837519983263
1318	14.746098430173095
1319	54.75567219178451
1320	49.409718731438
1321	51.23898283651628
1322	12.969894840988868
1323	4.93133899464177
1324	4.93133899464177
1325	4.93133899464177
1326	49.00958231589383
1327	49.881284490021216
1328	49.36011887232116
1329	4.9313389946420045
1330	8.745763473225338
1331	8.745763473225342
1332	7.6842299434462635
1333	17.735639780332782
1334	11.019063543138442
1335	17.733201912067653
1336	4.502985524501763
1337	45.519857795910454
1338	45.291403143005034
1339	25.395265983812084
1340	57.02508108809646
1341	55.80541111949966
1342	56.4428007786358
1343	23.641066706553943
1344	44.41297061517103
1345	44.412970615170934
1346	22.947697884537646
1347	54.6040118338514
1348	49.86759826767712
1349	54.0937459333543
1350	22.428301977758053
1351	43.74243923546657
1352	43.691969166754426
1353	23.28341307079459
1354	57.83291832759829
1355	55.52751694544176
1356	57.03983563923583
1357	21.27522294330418
1358	4.931338994642
1359	4.93133899464197
1360	4.931338994641982
1361	54.40490637908113
1362	54.39852084082968
1363	54.39852084082939
1364	4.931338994642061
1365	3.073252722129362
1366	3.0732527221293564
1367	5.19989245842122
1368	20.60392243603326
1369	14.162600226951032
1370	21.259774958161163
1371	0.3361109892644554
1372	16.904307482938325
1373	17.48091650448822
1374	6.154790974047503
1375	26.920792463572408
1376	18.811040411263704
1377	24.349517463685384
1378	3.369133699548236
1379	9.169264548829425
1380	9.169264548829437
1381	5.86919944211829
1382	22.37573927918857
1383	12.89431678125836
1384	21.70091558389065
1385	2.960122026915189
1386	14.897159043180778
1387	15.058398965614916
1388	7.807445293149001
1389	33.193056034995756
1390	17.821382113040535
1391	31.22815315617922
1392	7.807445293149005
1393	14.897159043180856
1394	15.058398965614941
1395	7.807445293149003
