,NAD/NADP,NAD only
FU_ALLTNt2rpp,0.0,0.0
BU_ALLTNt2rpp,1.0,1.0
DG_ALLTNtex,9.99991200956174e-10,9.99991200956174e-10
DGo_ALLTNtex,-2.0,-2.0
FU_ALLTNtex,0.0,0.0
BU_ALLTNtex,1.0,1.0
DG_ALLULPE,0.9102835697599314,0.9102835697599314
DGo_ALLULPE,-5.495992209877263,-5.495992209877263
FU_ALLULPE,0.0,0.0
BU_ALLULPE,0.0,0.0
DG_ALLabcpp,-17.12840224481523,-17.128402248148557
DGo_ALLabcpp,-6.157984206953765,-6.157984206953765
FU_ALLabcpp,1.0,1.0
BU_ALLabcpp,0.0,0.0
DG_ALLtex,-9.999894245993346e-10,-9.999894245993346e-10
DGo_ALLtex,-2.0,-2.0
FU_ALLtex,1.0,1.0
BU_ALLtex,0.0,0.0
FU_ALPATE160pp,0.0,0.0
BU_ALPATE160pp,0.0,0.0
FU_ALPATG160pp,0.0,0.0
BU_ALPATG160pp,0.0,0.0
DG_ALR2,-14.657873021929337,-15.140901161307193
DGo_ALR2,-4.738513729203314,-7.2962806307191865
FU_ALR2,0.0,0.0
BU_ALR2,0.0,0.0
DG_ALR4x,2.9805203923021573,-2.649565224489367
DGo_ALR4x,-1.2112204735385554,-1.2112204735385554
FU_ALR4x,0.0,0.0
BU_ALR4x,0.0,0.0
DG_ALTRH,-5.3205152702330265,-5.3205152702330265
DGo_ALTRH,-8.860328693019094,-8.860328693019094
FU_ALTRH,1.0,1.0
BU_ALTRH,0.0,0.0
DG_AM3PA,-20.622068798248648,-20.622068798248648
DGo_AM3PA,-18.84832754386467,-18.84832754386467
FU_AM3PA,1.0,1.0
BU_AM3PA,0.0,0.0
DG_AM4PA,-8.710896956551268,-8.710896956551268
DGo_AM4PA,-13.343431481804487,-13.343431481804487
FU_AM4PA,1.0,1.0
BU_AM4PA,0.0,0.0
DG_AM4PCP,-9.491230450562066,-9.491230450562066
DGo_AM4PCP,-1.3112134165408946,-1.3112134165408946
FU_AM4PCP,0.0,0.0
BU_AM4PCP,0.0,0.0
DG_AMALT1,-7.86066013520283,-7.86066013520283
DGo_AMALT1,-2.000000000000057,-2.000000000000057
FU_AMALT1,1.0,1.0
BU_AMALT1,0.0,0.0
DG_AMALT2,-11.103227739087588,-11.103227739087588
DGo_AMALT2,-1.9999999999999432,-1.9999999999999432
FU_AMALT2,0.0,0.0
BU_AMALT2,0.0,0.0
DG_AMALT3,-12.115599599823941,-12.115599599823941
DGo_AMALT3,-2.0,-2.0
FU_AMALT3,0.0,0.0
BU_AMALT3,0.0,0.0
DG_AMALT4,-18.63009155842957,-18.63009155842957
DGo_AMALT4,-18.63009155842957,-18.63009155842957
FU_AMALT4,1.0,1.0
BU_AMALT4,0.0,0.0
DG_AMANAPEr,-9.999894245993346e-10,-9.999894245993346e-10
DGo_AMANAPEr,-9.999894245993346e-10,-9.999894245993346e-10
FU_AMANAPEr,1.0,1.0
BU_AMANAPEr,0.0,0.0
DG_AMANK,-12.339298085015013,-13.814905695265708
DGo_AMANK,-5.933022306711147,-5.933022306711147
FU_AMANK,1.0,1.0
BU_AMANK,0.0,0.0
DG_AMAOTr,-6.406275780637184,-6.406275780637184
DGo_AMAOTr,-7.566535631294919,-7.566535631294919
FU_AMAOTr,1.0,1.0
BU_AMAOTr,0.0,0.0
DG_AMMQLT8,-58.19552462781456,-60.870038717745125
DGo_AMMQLT8,-58.19552462781456,-58.19552462781456
FU_AMMQLT8,1.0,1.0
BU_AMMQLT8,0.0,0.0
DG_AMPMS2,-59.9735368086107,-54.34345119181918
DGo_AMPMS2,-49.540200273898144,-49.540200273898144
FU_AMPMS2,1.0,1.0
BU_AMPMS2,0.0,0.0
DG_AMPN,-13.72033170489683,-3.523127692766858
DGo_AMPN,-1.7493864383828819,-1.7493864383828819
FU_AMPN,0.0,0.0
BU_AMPN,0.0,0.0
DG_AMPTASECG,-7.3319412532907124,-8.369696764155751
DGo_AMPTASECG,-2.5690797691544844,-2.5690797691544844
FU_AMPTASECG,1.0,1.0
BU_AMPTASECG,0.0,0.0
DG_AMPTASEPG,-6.5119498111191625,-7.5497053219842005
DGo_AMPTASEPG,4.657187452654261,4.657187452654261
FU_AMPTASEPG,0.0,0.0
BU_AMPTASEPG,0.0,0.0
DG_AMPtex,-6.5698196203915575,-1.7737412543839763
DGo_AMPtex,-1.363336172336862,-2.0
FU_AMPtex,1.0,1.0
BU_AMPtex,0.0,0.0
DG_ANHGMtex,9.999916450453838e-10,6.406275780637186
DGo_ANHGMtex,0.410405083047106,-2.0
FU_ANHGMtex,0.0,0.0
BU_ANHGMtex,1.0,1.0
DG_ANHMK,-0.8332011088201945,-0.8332011088201945
DGo_ANHMK,11.979350449120867,11.979350449120867
FU_ANHMK,1.0,1.0
BU_ANHMK,0.0,0.0
DG_ANPRT,-12.75235539386128,-12.75235539386128
DGo_ANPRT,-10.284053711821237,-10.284053711821237
FU_ANPRT,1.0,1.0
BU_ANPRT,0.0,0.0
DG_ANS,-46.56099914332361,-55.73567846642617
DGo_ANS,-51.66183173353025,-51.66183173353025
FU_ANS,1.0,1.0
BU_ANS,0.0,0.0
DG_AOBUTDs,-1.2203057080982362,-1.597324533297479
DGo_AOBUTDs,-2.936678661322519,-2.936678661322519
FU_AOBUTDs,1.0,1.0
BU_AOBUTDs,0.0,0.0
FU_AOXSr2,1.0,1.0
BU_AOXSr2,0.0,0.0
DG_AP4AH,-19.96380785461219,-19.96380785461219
DGo_AP4AH,-11.783790821257686,-11.783790821257686
FU_AP4AH,1.0,1.0
BU_AP4AH,0.0,0.0
DG_AP4AS,-12.186502171816446,-12.186502171816446
DGo_AP4AS,0.6260493854579501,0.6260493854579501
FU_AP4AS,1.0,1.0
BU_AP4AS,0.0,0.0
DG_AP5AH,-12.611535611924275,-12.611535611924275
DGo_AP5AH,-10.837794356873633,-10.837794356873633
FU_AP5AH,0.0,0.0
BU_AP5AH,0.0,0.0
DG_APCS,-19.997878540680553,-19.997878540680553
DGo_APCS,-13.908172243767108,-13.908172243767108
FU_APCS,0.0,0.0
BU_APCS,0.0,0.0
FU_APG3PAT120,1.0,1.0
BU_APG3PAT120,0.0,0.0
FU_APG3PAT140,1.0,1.0
BU_APG3PAT140,0.0,0.0
FU_APG3PAT141,1.0,1.0
BU_APG3PAT141,0.0,0.0
FU_APG3PAT160,1.0,1.0
BU_APG3PAT160,0.0,0.0
FU_APG3PAT161,1.0,1.0
BU_APG3PAT161,0.0,0.0
FU_APG3PAT180,1.0,1.0
BU_APG3PAT180,0.0,0.0
FU_APG3PAT181,1.0,1.0
BU_APG3PAT181,0.0,0.0
FU_APH120,1.0,1.0
BU_APH120,0.0,0.0
FU_APH140,1.0,1.0
BU_APH140,0.0,0.0
FU_APH141,1.0,1.0
BU_APH141,0.0,0.0
FU_APH160,1.0,1.0
BU_APH160,0.0,0.0
FU_APH161,1.0,1.0
BU_APH161,0.0,0.0
FU_APH180,1.0,1.0
BU_APH180,0.0,0.0
FU_APH181,1.0,1.0
BU_APH181,0.0,0.0
DG_APPLDHr,-4.88153931745669,-10.511624934248214
DGo_APPLDHr,-3.3706064973888537,-3.3706064973888537
FU_APPLDHr,0.0,0.0
BU_APPLDHr,0.0,0.0
DG_APRAUR,-12.902774762301927,-11.215068611168824
DGo_APRAUR,-2.983415469575905,-3.3704480805808172
FU_APRAUR,1.0,1.0
BU_APRAUR,0.0,0.0
DG_ARAI,-6.200620750493176,-6.200620750493179
DGo_ARAI,-1.4988783458130066,-1.4988783458130066
FU_ARAI,1.0,1.0
BU_ARAI,0.0,0.0
FU_ARBTNR1,1.0,1.0
BU_ARBTNR1,0.0,0.0
FU_ARBTNR2,1.0,1.0
BU_ARBTNR2,0.0,0.0
FU_ARBTNR3,1.0,1.0
BU_ARBTNR3,0.0,0.0
DG_ARBTNabcpp,-9.412288127932863,-12.140819372190768
DGo_ARBTNabcpp,5.235874448641221,5.235874448641221
FU_ARBTNabcpp,1.0,1.0
BU_ARBTNabcpp,0.0,0.0
FU_ARBTNexs,1.0,1.0
BU_ARBTNexs,0.0,0.0
DG_ARBTNtex,-9.999894245993346e-10,-9.999894245993346e-10
DGo_ARBTNtex,-6.14081808616843,-6.14081808616843
FU_ARBTNtex,1.0,1.0
BU_ARBTNtex,0.0,0.0
DG_ARBTNtonex,-1.7737412543839763,-6.551223168215545
DGo_ARBTNtonex,-6.14081808616843,-6.14081808616843
FU_ARBTNtonex,1.0,1.0
BU_ARBTNtonex,0.0,0.0
DG_ARBTNtpp,-21.162659418227086,-21.162659418227086
DGo_ARBTNtpp,-21.162659418227086,-21.162659418227086
FU_ARBTNtpp,1.0,1.0
BU_ARBTNtpp,0.0,0.0
DG_ARBTptspp,6.809600694523071,4.714661283647168
DGo_ARBTptspp,4.714661283647168,4.714661283647168
FU_ARBTptspp,0.0,0.0
BU_ARBTptspp,0.0,0.0
DG_ARBTtex,0.7266723446737267,0.7266723446737267
DGo_ARBTtex,-2.0,-2.0
FU_ARBTtex,0.0,0.0
BU_ARBTtex,0.0,0.0
DG_ARBabcpp,-11.10915907618292,-13.309779827009457
DGo_ARBabcpp,-6.545016817958649,-6.545016817958649
FU_ARBabcpp,1.0,1.0
BU_ARBabcpp,0.0,0.0
DG_ARBt2rpp,6.200620748493632,9.999876482424952e-10
DGo_ARBt2rpp,-0.20565503114356226,-4.205655031143998
FU_ARBt2rpp,0.0,-0.0
BU_ARBt2rpp,1.0,1.0
DG_ARBt3ipp,-14.482256920830057,
DGo_ARBt3ipp,-8.075981141192862,
FU_ARBt3ipp,1.0,
BU_ARBt3ipp,0.0,
DG_ARBtex,9.99991200956174e-10,2.2006207484932006
DGo_ARBtex,-2.0,-2.0
FU_ARBtex,0.0,0.0
BU_ARBtex,0.0,0.0
DG_ARGAGMt7pp,-10.64979946654576,-10.966368948269974
DGo_ARGAGMt7pp,1.846182611004883,1.846182611004883
FU_ARGAGMt7pp,0.0,0.0
BU_ARGAGMt7pp,-0.0,0.0
DG_ARGDC,1.1102230246251565e-14,0.3165694817237594
DGo_ARGDC,-3.323711272327417,-3.323711272327417
FU_ARGDC,1.0,0.0
BU_ARGDC,0.0,0.0
DG_ARGDCpp,-11.798363779512155,-18.204639561149328
DGo_ARGDCpp,-3.6183467474909623,-3.6183467474909623
FU_ARGDCpp,1.0,0.0
BU_ARGDCpp,0.0,0.0
DG_ARGORNt7pp,-6.88913091853336,-6.88913091853336
DGo_ARGORNt7pp,-1.6129673889951164,-1.6129673889951164
FU_ARGORNt7pp,1.0,1.0
BU_ARGORNt7pp,0.0,0.0
DG_ARGSL,-9.999876482424952e-10,-9.999876482424952e-10
DGo_ARGSL,14.586292811658376,14.586292811658376
FU_ARGSL,1.0,1.0
BU_ARGSL,0.0,0.0
DG_ARGSS,-10.350281564189638,-12.843208878958867
DGo_ARGSS,-10.854039423834514,-10.854039423834514
FU_ARGSS,1.0,1.0
BU_ARGSS,0.0,0.0
FU_ARGTRS,0.0,0.0
BU_ARGTRS,0.0,0.0
DG_ARGabcpp,-26.60679541344753,-26.606795416780855
DGo_ARGabcpp,-9.230101595948867,-9.230101595948867
FU_ARGabcpp,1.0,1.0
BU_ARGabcpp,0.0,0.0
DG_ARGt3pp,1.0153794164345502,1.0153794164345502
DGo_ARGt3pp,-5.3908963632026445,-5.3908963632026445
FU_ARGt3pp,0.0,0.0
BU_ARGt3pp,0.0,0.0
DG_ARGtex,6.406275780637186,6.406275780637186
DGo_ARGtex,-2.0,-2.0
FU_ARGtex,0.0,0.0
BU_ARGtex,1.0,1.0
DG_ASAD,3.0701569385770116,1.3824507907772627
DGo_ASAD,-11.413344613706611,-11.02631200270167
FU_ASAD,0.0,0.0
BU_ASAD,1.0,1.0
DG_ASCBPL,-17.042715182261713,-17.042715182261713
DGo_ASCBPL,-23.448990961898907,-23.448990961898907
FU_ASCBPL,1.0,1.0
BU_ASCBPL,0.0,0.0
DG_ASCBptspp,4.537126360062166,2.4421869491862633
DGo_ASCBptspp,8.848462728823458,8.848462728823458
FU_ASCBptspp,0.0,0.0
BU_ASCBptspp,0.0,0.0
DG_ASCBtex,-1.7737412543839763,-1.7737412543839763
DGo_ASCBtex,-2.0,-2.0
FU_ASCBtex,1.0,1.0
BU_ASCBtex,0.0,0.0
DG_ASNN,-16.069651215118174,-16.303461460943588
DGo_ASNN,-10.023684098542773,-10.023684098542773
FU_ASNN,1.0,1.0
BU_ASNN,0.0,0.0
DG_ASNNpp,-16.36786132426822,-9.961585544631026
DGo_ASNNpp,-8.18784429024705,-8.18784429024705
FU_ASNNpp,1.0,1.0
BU_ASNNpp,0.0,0.0
DG_ASNS1,-13.167214999582074,-20.428549474903292
DGo_ASNS1,-11.986161389346966,-11.986161389346966
FU_ASNS1,1.0,1.0
BU_ASNS1,0.0,0.0
DG_ASNS2,-3.9981625117947166,-3.764352265969304
DGo_ASNS2,-1.8641125953489421,-1.8641125953489421
FU_ASNS2,1.0,1.0
BU_ASNS2,0.0,0.0
FU_ASNTRS,0.0,0.0
BU_ASNTRS,0.0,0.0
DG_ASNabcpp,-17.309779823676127,-17.309779827009454
DGo_ASNabcpp,-6.932049428963532,-6.932049428963532
FU_ASNabcpp,1.0,1.0
BU_ASNabcpp,0.0,0.0
DG_ASNt2rpp,9.999903127777543e-10,9.999903127777543e-10
DGo_ASNt2rpp,-0.5926876421488814,-0.5926876421488814
FU_ASNt2rpp,-0.0,-0.0
BU_ASNt2rpp,1.0,1.0
DG_ASNtex,9.99991200956174e-10,9.99991200956174e-10
DGo_ASNtex,-2.0,-2.0
FU_ASNtex,0.0,0.0
BU_ASNtex,1.0,1.0
FU_ASO3t8pp,1.0,1.0
BU_ASO3t8pp,0.0,0.0
FU_ASO3tex,0.0,0.0
BU_ASO3tex,0.0,0.0
DG_ASP1DC,-0.4779987344253107,-2.97092604919454
DGo_ASP1DC,-3.56631405698751,-3.56631405698751
FU_ASP1DC,1.0,1.0
BU_ASP1DC,0.0,0.0
DG_ASPCT,-4.117744173240156,-0.2043957117055175
DGo_ASPCT,-6.569886308216981,-6.569886308216981
FU_ASPCT,1.0,1.0
BU_ASPCT,0.0,0.0
DG_ASPK,-3.8871136423121877,-6.380040957081417
DGo_ASPK,-3.887113643645516,-3.887113643645516
FU_ASPK,1.0,1.0
BU_ASPK,0.0,0.0
DG_ASPO3,-39.64964326278752,-46.81892246158443
DGo_ASPO3,-39.64964326278752,-39.64964326278752
FU_ASPO3,1.0,1.0
BU_ASPO3,0.0,0.0
DG_ASPO4,-40.76863626062225,-47.93791545941916
DGo_ASPO4,-53.58118781989664,-53.58118781989664
FU_ASPO4,1.0,1.0
BU_ASPO4,0.0,0.0
DG_ASPO5,-29.505823761342352,-36.67510296013926
DGo_ASPO5,-35.91209954097955,-35.91209954097955
FU_ASPO5,1.0,1.0
BU_ASPO5,0.0,0.0
DG_ASPO6,-48.2147451414485,-53.384024341245414
DGo_ASPO6,-52.6210209220857,-52.6210209220857
FU_ASPO6,1.0,1.0
BU_ASPO6,0.0,0.0
DG_ASPT,-9.999903127777543e-10,-5.219664876363861
DGo_ASPT,5.45327947242654,5.45327947242654
FU_ASPT,1.0,0.0
BU_ASPT,0.0,0.0
DG_ASPTA,7.261334476321206,9.999894245993346e-10
DGo_ASPTA,0.8550586966840115,0.8550586966840111
FU_ASPTA,0.0,0.0
BU_ASPTA,1.0,1.0
FU_ASPTRS,0.0,0.0
BU_ASPTRS,0.0,0.0
DG_ASPabcpp,-16.472673580623166,-20.386022048824458
DGo_ASPabcpp,-5.502255542761699,-5.502255542761699
FU_ASPabcpp,1.0,1.0
BU_ASPabcpp,0.0,0.0
DG_ASPt2_2pp,-7.303711842115478,-11.217060306983443
DGo_ASPt2_2pp,-7.303711842115478,-7.303711842115478
FU_ASPt2_2pp,1.0,1.0
BU_ASPt2_2pp,0.0,0.0
DG_ASPt2_3pp,-11.444529928283904,-15.35787839315187
DGo_ASPt2_3pp,-11.444529928283904,-11.444529928283904
FU_ASPt2_3pp,1.0,1.0
BU_ASPt2_3pp,0.0,0.0
DG_ASPt2pp,-3.1628937559470476,
DGo_ASPt2pp,-3.1628937559470476,
FU_ASPt2pp,0.0,
BU_ASPt2pp,0.0,
DG_ASPt2rpp,-3.1628937559470476,-3.913348465867955
DGo_ASPt2rpp,-3.1628937559470476,-9.999894245993346e-10
FU_ASPt2rpp,0.0,1.0
BU_ASPt2rpp,0.0,0.0
DG_ASPtex,9.99991200956174e-10,6.406275780637186
DGo_ASPtex,-2.0,-2.0
FU_ASPtex,0.0,0.0
BU_ASPtex,1.0,1.0
FU_ASR,0.0,0.0
BU_ASR,0.0,0.0
DG_AST,-12.812551560274379,-15.811484124056465
DGo_AST,-9.40520834441927,-9.40520834441927
FU_AST,1.0,1.0
BU_AST,0.0,0.0
DG_ATHRDHr,5.576290554574973,6.406275780637156
DGo_ATHRDHr,2.983573886383913,3.3706064973888537
FU_ATHRDHr,0.0,0.0
BU_ATHRDHr,0.0,0.0
DG_ATPHs,-18.838351850562887,-23.932760993722507
DGo_ATPHs,-9.346468181064138,-9.346468181064138
FU_ATPHs,1.0,1.0
BU_ATPHs,0.0,0.0
DG_ATPM,-19.45059791084455,-19.450597914177877
DGo_ATPM,-8.480179872983081,-8.480179872983081
FU_ATPM,1.0,1.0
BU_ATPM,0.0,0.0
DG_ATPPRT,-12.754882268352304,-12.754882268352304
DGo_ATPPRT,-5.832280273398322,-5.832280273398322
FU_ATPPRT,1.0,1.0
BU_ATPPRT,0.0,0.0
DG_ATPS4rpp,-4.333316816484967e-09,-9.999894245993346e-10
DGo_ATPS4rpp,-10.970418042194783,-10.970418042194783
FU_ATPS4rpp,1.0,1.0
BU_ATPS4rpp,0.0,0.0
DG_BALAt2pp,-0.5519654324889656,-0.5519654324889656
DGo_BALAt2pp,-5.854310349148207,-5.854310349148207
FU_BALAt2pp,0.0,0.0
BU_BALAt2pp,0.0,0.0
DG_BALAtex,-7.628051602532195,-7.628051602532195
DGo_BALAtex,-1.363336172336862,-1.363336172336862
FU_BALAtex,1.0,1.0
BU_BALAtex,0.0,0.0
DG_BETALDHx,-10.928697461498725,-11.704887624344398
DGo_BETALDHx,-13.14323237529521,-13.14323237529521
FU_BETALDHx,1.0,0.0
BU_BETALDHx,0.0,0.0
DG_BETALDHy,-1.258656557109198,
DGo_BETALDHy,-11.178015849835223,
FU_BETALDHy,0.0,
BU_BETALDHy,0.0,
FU_BMOCOS,1.0,1.0
BU_BMOCOS,0.0,0.0
FU_BMOGDS1,1.0,1.0
BU_BMOGDS1,0.0,0.0
FU_BMOGDS2,1.0,1.0
BU_BMOGDS2,0.0,0.0
DG_BPNT,-5.858333029443477,-5.858333032776804
DGo_BPNT,-1.2941907698858772,-1.2941907698858772
FU_BPNT,1.0,1.0
BU_BPNT,0.0,0.0
FU_BSORx,0.0,0.0
BU_BSORx,0.0,0.0
FU_BSORy,0.0,
BU_BSORy,0.0,
DG_BTNt2ipp,-9.999929773130134e-10,-6.37747487422355
DGo_BTNt2ipp,0.028800905413644884,0.028800905413644884
FU_BTNt2ipp,0.0,1.0
BU_BTNt2ipp,0.0,0.0
DG_BTNtex,-8.151216127607533,-1.7737412543839763
DGo_BTNtex,-1.363336172336862,-2.0
FU_BTNtex,1.0,1.0
BU_BTNtex,0.0,0.0
FU_BTS5,1.0,1.0
BU_BTS5,0.0,0.0
DG_BUTCT,-2.0633992329583357,-1.571219262386208
DGo_BUTCT,-2.0633992329583357,-2.0633992329583357
FU_BUTCT,0.0,0.0
BU_BUTCT,0.0,0.0
DG_BUTSO3abcpp,-14.443317466824999,-14.443317470158329
DGo_BUTSO3abcpp,-3.472899428963533,-3.472899428963533
FU_BUTSO3abcpp,1.0,1.0
BU_BUTSO3abcpp,0.0,0.0
DG_BUTSO3tex,-9.999894245993346e-10,-9.999894245993346e-10
DGo_BUTSO3tex,-2.0,-2.0
FU_BUTSO3tex,1.0,1.0
BU_BUTSO3tex,0.0,0.0
DG_BUTt2rpp,-9.99991200956174e-10,-9.99988092331705e-10
DGo_BUTt2rpp,-9.99991200956174e-10,-1.516568433826345
FU_BUTt2rpp,0.0,1.0
BU_BUTt2rpp,-0.0,-0.0
DG_BUTtex,6.406275780637186,4.889707347810829
DGo_BUTtex,-2.0,-2.0
FU_BUTtex,0.0,0.0
BU_BUTtex,1.0,1.0
FU_BWCOGDS1,0.0,0.0
BU_BWCOGDS1,0.0,0.0
FU_BWCOGDS2,0.0,0.0
BU_BWCOGDS2,0.0,0.0
FU_BWCOS,0.0,0.0
BU_BWCOS,0.0,0.0
FU_CA2t3pp,1.0,1.0
BU_CA2t3pp,0.0,0.0
FU_CA2tex,1.0,1.0
BU_CA2tex,-0.0,-0.0
DG_CADVtpp,-11.797172142839841,-9.99991200956174e-10
DGo_CADVtpp,-2.294635475163547,-2.294635475163547
FU_CADVtpp,1.0,1.0
BU_CADVtpp,0.0,0.0
DG_CAT,-36.67428296697883,-38.67428296597883
DGo_CAT,-46.8543,-46.8543
FU_CAT,0.0,0.0
BU_CAT,0.0,0.0
FU_CAt6pp,0.0,0.0
BU_CAt6pp,1.0,1.0
FU_CBIAT,0.0,0.0
BU_CBIAT,0.0,0.0
FU_CBItonex,0.0,0.0
BU_CBItonex,0.0,0.0
FU_CBIuabcpp,0.0,0.0
BU_CBIuabcpp,0.0,0.0
FU_CBL1abcpp,1.0,1.0
BU_CBL1abcpp,0.0,0.0
FU_CBL1tonex,1.0,1.0
BU_CBL1tonex,0.0,0.0
FU_CBLAT,1.0,1.0
BU_CBLAT,0.0,0.0
DG_CBMD,-2.0044024193551286,-4.73113997994977
DGo_CBMD,4.441130825273443,4.441130825273443
FU_CBMD,0.0,0.0
BU_CBMD,0.0,0.0
DG_CBMKr,-1.9907037256072044,-5.670241944649757
DGo_CBMKr,-2.0299611919319096,-2.0299611919319096
FU_CBMKr,1.0,1.0
BU_CBMKr,0.0,0.0
DG_CBPS,-25.629051524766272,-36.80373446828878
DGo_CBPS,-19.98347051348486,-19.98347051348486
FU_CBPS,1.0,1.0
BU_CBPS,0.0,0.0
FU_CCGS,1.0,1.0
BU_CCGS,0.0,0.0
FU_CD2abcpp,1.0,1.0
BU_CD2abcpp,0.0,0.0
FU_CD2t3pp,1.0,1.0
BU_CD2t3pp,0.0,0.0
FU_CD2tex,0.0,0.0
BU_CD2tex,1.0,1.0
FU_CD2tpp,1.0,1.0
BU_CD2tpp,0.0,0.0
DG_CDAPPA120,-15.043455427653283,-15.043455427653283
DGo_CDAPPA120,-13.26971417426935,-13.26971417426935
FU_CDAPPA120,1.0,1.0
BU_CDAPPA120,0.0,0.0
DG_CDAPPA140,-15.043455427653056,-15.043455427653056
DGo_CDAPPA140,-13.269714174269122,-13.269714174269122
FU_CDAPPA140,1.0,1.0
BU_CDAPPA140,0.0,0.0
DG_CDAPPA141,-15.043455427653113,-15.043455427653113
DGo_CDAPPA141,-13.269714174269179,-13.269714174269179
FU_CDAPPA141,1.0,1.0
BU_CDAPPA141,0.0,0.0
DG_CDAPPA160,-15.043455427653113,-15.043455427653113
DGo_CDAPPA160,-13.269714174269179,-13.269714174269179
FU_CDAPPA160,1.0,1.0
BU_CDAPPA160,0.0,0.0
DG_CDAPPA161,-15.043455427653113,-15.043455427653113
DGo_CDAPPA161,-13.269714174269179,-13.269714174269179
FU_CDAPPA161,1.0,1.0
BU_CDAPPA161,0.0,0.0
DG_CDAPPA180,-13.245029487812316,-13.245029487812316
DGo_CDAPPA180,-11.471288234428382,-11.471288234428382
FU_CDAPPA180,1.0,1.0
BU_CDAPPA180,0.0,0.0
DG_CDAPPA181,-13.245029487812316,-13.245029487812316
DGo_CDAPPA181,-11.471288234428382,-11.471288234428382
FU_CDAPPA181,1.0,1.0
BU_CDAPPA181,0.0,0.0
FU_CDGR,0.0,0.0
BU_CDGR,0.0,0.0
DG_CDGS,-12.753243650167903,-15.479981210762546
DGo_CDGS,-7.2999641767413745,-7.2999641767413745
FU_CDGS,0.0,0.0
BU_CDGS,0.0,0.0
DG_CDPMEK,-7.554301559365997,-7.554301559365997
DGo_CDPMEK,-7.554301560699325,-7.554301560699325
FU_CDPMEK,1.0,1.0
BU_CDPMEK,0.0,0.0
DG_CFAS160E,-38.11568621500725,-38.11568621500725
DGo_CFAS160E,-25.303134655732862,-25.303134655732862
FU_CFAS160E,0.0,0.0
BU_CFAS160E,0.0,0.0
DG_CFAS160G,-58.2596776767285,-58.2596776767285
DGo_CFAS160G,-41.63169215896139,-41.63169215896139
FU_CFAS160G,0.0,0.0
BU_CFAS160G,0.0,0.0
DG_CFAS180E,-38.11568621500731,-38.11568621500731
DGo_CFAS180E,-25.30313465573292,-25.30313465573292
FU_CFAS180E,0.0,0.0
BU_CFAS180E,0.0,0.0
DG_CFAS180G,-45.10824285325788,-45.10824285325788
DGo_CFAS180G,-32.29569129398349,-32.29569129398349
FU_CFAS180G,0.0,0.0
BU_CFAS180G,0.0,0.0
DG_CGLYabcpp,-18.584073283601942,-18.584073286935272
DGo_CGLYabcpp,-7.6136552457404765,-7.6136552457404765
FU_CGLYabcpp,1.0,1.0
BU_CGLYabcpp,0.0,0.0
DG_CGLYtex,6.406275780637186,6.406275780637186
DGo_CGLYtex,-2.0,-2.0
FU_CGLYtex,0.0,0.0
BU_CGLYtex,1.0,1.0
DG_CHLabcpp,-26.80031171894997,-26.800311722283297
DGo_CHLabcpp,-9.423617901451308,-9.423617901451308
FU_CHLabcpp,1.0,1.0
BU_CHLabcpp,0.0,0.0
DG_CHLt2pp,-13.490531894273854,-13.490531894273854
DGo_CHLt2pp,-7.084256114636659,-7.084256114636659
FU_CHLt2pp,1.0,1.0
BU_CHLt2pp,0.0,0.0
DG_CHLtex,6.406275780637186,9.999916450453838e-10
DGo_CHLtex,-2.0,0.410405083047106
FU_CHLtex,0.0,0.0
BU_CHLtex,1.0,1.0
DG_CHOLD,-1.5106557965260565,4.119429820265467
DGo_CHOLD,2.6810850693146557,2.6810850693146557
FU_CHOLD,0.0,0.0
BU_CHOLD,0.0,0.0
DG_CHORM,-19.83691973655049,-24.243191899101067
DGo_CHORM,-17.836916119463872,-17.836916119463872
FU_CHORM,1.0,1.0
BU_CHORM,0.0,0.0
DG_CHORS,-15.539695355148517,-10.874797807448608
DGo_CHORS,-12.716931324194876,-12.716931324194876
FU_CHORS,1.0,1.0
BU_CHORS,0.0,0.0
DG_CHRPL,-40.70896608195803,-45.1152382445086
DGo_CHRPL,-36.935221210487434,-36.935221210487434
FU_CHRPL,1.0,1.0
BU_CHRPL,0.0,0.0
FU_CHTBSptspp,1.0,1.0
BU_CHTBSptspp,0.0,0.0
DG_CHTBStex,-9.999894245993346e-10,-9.999894245993346e-10
DGo_CHTBStex,-2.0,-2.0
FU_CHTBStex,1.0,1.0
BU_CHTBStex,0.0,0.0
DG_CINNDO,-62.42575842471062,-66.05584404250214
DGo_CINNDO,-72.7975163255725,-72.7975163255725
FU_CINNDO,1.0,1.0
BU_CINNDO,0.0,0.0
DG_CITL,-2.296023890347353,-0.6083177372143265
DGo_CITL,1.7458504240673975,1.7458504240673975
FU_CITL,1.0,1.0
BU_CITL,0.0,0.0
DG_CITt3pp,-11.730259170423299,-10.042553017290274
DGo_CITt3pp,-15.86840189002972,-15.86840189002972
FU_CITt3pp,1.0,1.0
BU_CITt3pp,0.0,0.0
DG_CITt7pp,-3.3519869746049906,-1.9736254605778347
DGo_CITt7pp,0.7861557450014294,0.7861557450014294
FU_CITt7pp,0.0,0.0
BU_CITt7pp,0.0,0.0
DG_CITtex,9.999916450453838e-10,9.999916450453838e-10
DGo_CITtex,0.410405083047106,0.410405083047106
FU_CITtex,0.0,0.0
BU_CITtex,1.0,1.0
DG_CLIPAabctex,-22.177270255518273,-22.1772702588516
