met,conc,conc_lb,conc_ub
argsuc[c],0.0473788223615925,0,0.1
argtrna[c],0.0081330120899183,0,0.1
ascb6p[c],0.0473788223615925,0,0.1
ascb-L[e],0.00203633809975278,0,0.1
ascb-L[p],0.000841588777961337,0,0.1
asn-L[c],0.000509767715421598,0.000442,0.000592
asn-L[e],0.000516159473102954,0.000442,0.000592
asn-L[p],0.000516317979407311,0.000442,0.000592
asntrna[c],0.00887877959699412,0,0.1
aso3[c],0.0473788223615925,0,0.1
aso3[e],0.0473788223615924,0,0.1
aso3[p],0.0119303780131423,0,0.1
aso4[c],0.0473788223615924,0,0.1
asp-L[c],0.00368478927162306,0.00356,0.00504
asp-L[e],0.00423226074425166,0.00356,0.00504
asp-L[p],0.00420800434799126,0.00356,0.00504
aspsa[c],0.000831038226274721,0,0.1
asptrna[c],0.0473788223615925,0,0.1
athr-L[c],0.0473788223615924,0,0.1
atp[c],0.0094645289380321,0.00813,0.0114
b2coa[c],0.000262809207831731,0,0.1
bbtcoa[c],0.0173616954027672,0,0.1
betald[c],0.0473788223615925,0,0.1
bglycogen[c],0.0473788223615924,0,0.1
btal[c],0.000905566463937009,0,0.1
btcoa[c],0.0184061369805241,0,0.1
btn[c],0.0473788223615925,0,0.1
btnso[c],0.00124443392377128,0,0.1
but2eACP[c],0.0019280266373444,0,0.1
butACP[c],0.0473788223615921,0,0.1
but[c],0.000257798005137715,0,0.1
but[e],0.0010368308109187,0,0.1
but[p],0.0473788223615921,0,0.1
butso3[c],0.00356918899130338,0,0.1
butso3[e],0.000747695009247062,0,0.1
butso3[p],0.000776100431549819,0,0.1
ca2[c],0.000220497588923558,0,0.1
ca2[e],0.00689867597146915,0,0.1
ca2[p],0.0138501520609317,0,0.1
camp[c],3.59644932949272e-05,2.82e-05,4.39e-05
cbasp[c],0.000661852741066197,0.000364,0.000955
cbi[c],0.0526211776384076,0,0.1
cbi[e],0.000250647177313444,0,0.1
cbi[p],0.000373777916890911,0,0.1
cbl1[c],0.00116623211910946,0,0.1
cbl1[e],0.0473788223615924,0,0.1
cbl1[p],0.0473788223615925,0,0.1
cbp[c],0.00670596322646525,0,0.1
cd2[c],0.0190612705815541,0,0.1
cd2[e],0.00332257383338209,0,0.1
cd2[p],0.000671417346089125,0,0.1
cddec5eACP[c],0.00208440262706814,0,0.1
cdec3eACP[c],0.028821128828344,0,0.1
cdp[c],0.0473788223615925,0,0.1
cdpdddecg[c],0.000784073429293321,0,0.1
cdpdhdec9eg[c],0.0473788223615925,0,0.1
cdpdhdecg[c],0.000235737366919768,0,0.1
cdpdodec11eg[c],0.0472680846666915,0,0.1
cdpdodecg[c],0.00847178056670795,0,0.1
cdpdtdec7eg[c],0.0473788223615924,0,0.1
cdpdtdecg[c],0.0473788223615924,0,0.1
cechddd[c],0.00234569238945535,0,0.1
cenchddd[c],0.000430377490554638,0,0.1
cgly[c],0.000681290259445068,0,0.1
cgly[e],0.000774878895501173,0,0.1
cgly[p],0.0473788223615925,0,0.1
chol[c],0.0473788223615924,0,0.1
chol[e],0.0473788223615925,0,0.1
chol[p],0.0288211288283622,0,0.1
chor[c],0.000188600177327051,0,0.1
cinnm[c],0.0473788223615925,0,0.1
cit[c],0.00220164728090734,0.0011,0.00348
cit[e],0.0014425139040154,0.0011,0.00348
cit[p],0.00153075601571884,0.0011,0.00348
citr-L[c],0.0013540905693719,0.00123,0.00148
ckdo[c],0.00252633009684883,0,0.1
cl[c],0.00279890606131791,0,0.1
cl[e],0.00497439993120991,0,0.1
cl[p],0.000256100154769104,0,0.1
clpn120[p],0.000253425122400551,0,0.1
clpn140[p],0.0473788223615924,0,0.1
clpn141[p],0.000579355831993654,0,0.1
clpn160[p],0.0473788223615925,0,0.1
clpn161[p],0.0473788223615924,0,0.1
clpn180[p],0.0108691504009844,0,0.1
clpn181[p],0.0473788223615925,0,0.1
cmp[c],0.000418691252229581,0.000187,0.000694
cmp[e],0.00044948416441354,0.000187,0.000694
cmp[p],0.000455712651293258,0.000187,0.000694
co2[c],6.28068e-05,5.0245e-05,7.5368e-05
co2[e],0.0473788223615925,0,0.1
co2[p],0.000614995027946238,0,0.1
coa[c],8.85099585889109e-05,8.83e-05,0.0212
cobalt2[c],0.000941136330000144,0,0.1
cobalt2[e],0.00078135499157983,0,0.1
cobalt2[p],0.00627391347284764,0,0.1
colipa[c],0.000263702474491604,0,0.1
colipa[e],0.0473788223615921,0,0.1
colipa[p],0.00824062859610121,0,0.1
cpe160[c],0.00477482370995632,0,0.1
cpe180[c],0.00149381962352375,0,0.1
cpg160[c],0.0473788223615925,0,0.1
cpg180[c],0.000399499779045418,0,0.1
cpgn-un[c],0.0473788223615925,0,0.1
cpgn-un[e],0.0473788223615925,0,0.1
cpgn-un[p],0.0473788223615925,0,0.1
cpgn[c],0.0473788223615924,0,0.1
cpgn[e],0.0473788223615924,0,0.1
cpgn[p],0.00313948267362196,0,0.1
cpppg3[c],0.00257011730212346,0,0.1
crnDcoa[c],0.000418842051654498,0,0.1
crn-D[c],0.00116851905279594,0,0.1
crn-D[p],0.0473788223615925,0,0.1
crn[c],0.0473788223615924,0,0.1
crn[e],0.0473788223615924,0,0.1
crn[p],0.0288211288283622,0,0.1
crncoa[c],0.0473788223615924,0,0.1
csn[c],1.61562275197837e-05,8.65e-06,2.29e-05
csn[e],1.61217509287036e-05,8.65e-06,2.29e-05
csn[p],1.61504334844515e-05,8.65e-06,2.29e-05
ctbt[c],0.00050466152699192,0,0.1
ctbt[p],0.0473788223615925,0,0.1
ctbtcoa[c],0.00814951921347281,0,0.1
ctp[c],0.00277704754353502,0.00227,0.00327
cu2[c],0.00295152918425832,0,0.1
cu2[e],0.000488294624426081,0,0.1
cu2[p],0.0473788223615924,0,0.1
cu[c],0.0473788223615924,0,0.1
cu[e],0.0473788223615925,0,0.1
cu[p],0.000257064698252215,0,0.1
cyan[c],0.0473788223615925,0,0.1
cyan[e],0.000416704767100593,0,0.1
cyan[p],0.0473788223615925,0,0.1
cynt[c],0.0288211288283517,0,0.1
cynt[e],0.0473788223615925,0,0.1
cynt[p],0.0644345609835948,0,0.1
cys-D[c],0.0473788223615925,0,0.1
cys-D[e],0.00152331082802241,0,0.1
cys-D[p],0.000664863599481576,0,0.1
cys-L[c],0.0473788223615925,0,0.1
cys-L[e],0.0473788223615925,0,0.1
cys-L[p],0.0464876980914922,0,0.1
cyst-L[c],0.000428728680985613,0,0.1
cystrna[c],0.00148193058057267,0,0.1
cytd[c],3.61060225226253e-06,1.18e-06,5.67e-06
cytd[e],3.1847394643115e-06,1.18e-06,5.67e-06
cytd[p],3.61069754639378e-06,1.18e-06,5.67e-06
dad-2[c],3.16563438617235e-06,1.8e-06,4.41e-06
dad-2[e],3.00757584087506e-06,1.8e-06,4.41e-06
dad-2[p],3.16564565168176e-06,1.8e-06,4.41e-06
dad-5[c],0.000619155007075166,0,0.1
dadp[c],0.0473788223615924,0,0.1
damp[c],1.56308990978855e-05,2.99e-06,2.62e-05
damp[e],1.56380372657539e-05,2.99e-06,2.62e-05
damp[p],2.61753738862033e-05,2.99e-06,2.62e-05
dann[c],0.00160885864156909,0,0.1
datp[c],1.96099231173712e-05,8.13e-06,2.96e-05
db4p[c],0.00800465440870951,0,0.1
dc2coa[c],0.00184835824172255,0,0.1
dcaACP[c],0.00459777162328521,0,0.1
dca[c],0.0473788223615924,0,0.1
dca[e],0.0473788223615924,0,0.1
