,rn,deltaG_prime,deltaG_prime (error),deltaG_prime_m,deltaG_prime_m (error)
1460,SBTtex,0.0,0.0,0.0,0.0
1461,PSD180,-17.339219455514694,3.088253269743988,-34.45405699023573,3.088253269743988
1462,PYROX,42.55404148690383,100000.0,59.66887902162486,100000.0
1463,SDPDS,8.00271054456752,3.7409245165578926,-9.112126990153513,3.7409245165578926
1464,SDPTA,-0.9406069505662913,2.9318707535840467,-0.9406069505662913,2.9318707535840467
1465,SELGTHR,86.57592815821761,100000.0,137.9204407623807,100000.0
1466,PSERT,-10.87885923313155,0.37616354074758984,-10.87885923313155,0.37616354074758984
1467,PSERtex,0.0,0.0,0.0,0.0
1468,PSP_L,-10.403223645346486,0.27679191819370036,-27.51806118006752,0.27679191819370036
1469,PSP_Lpp,-10.403223645346486,0.27679191819370036,-27.51806118006752,0.27679191819370036
1470,SELNPS,-124.61309862143399,100000.0,-141.727936156155,100000.0
1471,PYRt2rpp,0.0,0.0,0.0,0.0
1472,SELR,-0.11351224350812528,100000.0,-0.11351224350812528,100000.0
1473,SELtex,0.0,0.0,0.0,0.0
1474,SELtpp,0.0,0.0,0.0,0.0
1475,SEPHCHCS,-3.414246139516706,5.065876667743123,-3.414246139516706,5.065876667743123
1476,SERASr,1165.3711811345981,100003.65139414853,1165.3711811345981,100003.65139414853
1477,PYRtex,0.0,0.0,0.0,0.0
1478,SERAT,-6.362569065182015,2.931870753666653,-6.362569065182015,2.931870753666653
1479,PSSA180,215.76462718266066,70714.8320887221,215.76462718266066,70714.8320887221
1480,PTA2,20.682806410931676,3.292297749926818,20.682806410931676,3.292297749926818
1481,PTAr,8.698989380733337,0.6064527563143827,8.698989380733337,0.6064527563143827
1482,SERD_D,-28.766571136382225,3.0199295161303574,-45.88140867110326,3.0199295161303574
1483,SERD_L,-30.17955364116503,0.9250063613185171,-47.29439117588606,0.9250063613185171
1484,PTHRpp,-31.832917390416753,2.900079225644323,-48.94775492513779,2.900079225644323
1485,PTPATi,-18.59679483094581,5.182527398642352,-18.59679483094581,5.182527398642352
1486,PTRCORNt7pp,0.0,0.0,0.0,0.0
1487,QMO2,-87.72987293545793,100000.0,-87.72987293545793,100000.0
1488,PTRCTA,4.06435125517919,1.9852299977926435,4.06435125517919,1.9852299977926435
1489,SERt2rpp,0.0,0.0,0.0,0.0
1490,SERt4pp,0.0,0.0,0.0,0.0
1491,SERtex,0.0,0.0,0.0,0.0
1492,SFGTHi,-7.98924456607574,4.415926789009831,-25.104082100796774,4.415926789009831
1493,SGDS,-2.244713835330373,3.610729781031538,-19.359551370051406,3.610729781031538
1494,SGSAD,-46.12208057826763,1.0896565729574625,-46.12208057826763,1.0896565729574625
1495,PTRCabcpp,-29.144472212600157,0.3042778553577673,-46.25930974732119,0.3042778553577673
1496,PTRCt2pp,0.0,0.0,0.0,0.0
1497,PTRCtex,0.0,0.0,0.0,0.0
1498,SHCHCS3,-91.1396356923334,3.6165900694974464,-108.25447322705443,3.6165900694974464
1499,QMO3,-87.68688692726698,100000.0,-87.68688692726698,100000.0
1500,SHCHD2,-45.24857152809477,100000.0,-45.24857152809477,100000.0
1501,PUNP1,8.172930176656848,1.3255828665107956,8.172930176656848,1.3255828665107956
1502,PUNP2,9.83641753871703,3.3854327377123106,9.83641753871703,3.3854327377123106
1503,SHK3Dr,-7.108718335394826,1.311172461360841,-7.108718335394826,1.311172461360841
1504,QUIN2tex,0.0,0.0,0.0,0.0
1505,SHKK,-25.68838491340273,2.8399551260203006,-25.68838491340273,2.8399551260203006
1506,SHSL1,-63.95996197141224,5.574564822308252,-63.95996197141224,5.574564822308252
1507,SKMt2pp,0.0,0.0,0.0,0.0
1508,SKMtex,0.0,0.0,0.0,0.0
1509,SLNTtex,0.0,0.0,0.0,0.0
1510,PUNP3,11.580537958871332,2.0731456915120097,11.580537958871332,2.0731456915120097
1511,PUNP4,16.57373472896569,3.7667939038421623,16.57373472896569,3.7667939038421623
1512,PUNP5,7.9545823560728195,1.066893297158456,7.9545823560728195,1.066893297158456
1513,PUNP6,8.412956244810246,1.692716368901365,8.412956244810246,1.692716368901365
1514,QUIN2tpp,0.0,0.0,0.0,0.0
1515,PUNP7,10.768942093548986,2.931870753674472,10.768942093548986,2.931870753674472
1516,PYAM5PO,-97.13272147860448,4.578266391334068,-114.24755901332551,4.578266391334068
1517,SLNTtpp,0.0,0.0,0.0,0.0
1518,SO2tex,0.0,0.0,0.0,0.0
1519,SO2tpp,0.0,0.0,0.0,0.0
1520,SO3tex,0.0,0.0,0.0,0.0
1521,SO4t2pp,0.0,0.0,0.0,0.0
1522,SO4tex,0.0,0.0,0.0,0.0
1523,PYDAMK,-15.28117824909691,2.7050719899604783,-15.28117824909691,2.7050719899604783
1524,PYDAMtex,0.0,0.0,0.0,0.0
1525,PYDAMtpp,0.0,0.0,0.0,0.0
1526,PYDXK,-17.00077696257165,1.9892351936403194,-17.00077696257165,1.9892351936403194
1527,PYDXNK,-9.584733780232455,2.17091887215846,-9.584733780232455,2.17091887215846
1528,QUINDH,13.64401441601899,2.931870753693397,13.64401441601899,2.931870753693397
1529,PYDXNtex,0.0,0.0,0.0,0.0
1530,PYDXNtpp,0.0,0.0,0.0,0.0
1531,SOTA,-0.747412320595231,1.9852299977926438,-0.747412320595231,1.9852299977926438
1532,SPMDAT1,-22.98473907018115,1.7851304186205454,-22.98473907018115,1.7851304186205454
1533,SPMDAT2,-23.024968331129458,1.7851304186205454,-23.024968331129458,1.7851304186205454
1534,QULNS,-219.2181804867189,4.235443736369234,-219.2181804867189,4.235443736369234
1535,SPMDabcpp,-29.144472212600157,0.3042778553577673,-46.25930974732119,0.3042778553577673
1536,PYDXPP,-12.143695250028031,1.9887219434430514,-29.258532784749065,1.9887219434430514
1537,R15BPK,11.062794134784099,2.6122845849214262,11.062794134784099,2.6122845849214262
1538,SPMDt3pp,0.0,0.0,0.0,0.0
1539,SPMDtex,0.0,0.0,0.0,0.0
1540,R1PK,-25.009772437646916,2.6784027355640454,-25.009772437646916,2.6784027355640454
1541,SPMS,1.1120831124761708,100007.5506661145,1.1120831124761708,100007.5506661145
1542,SPODM,87.73592902209604,100000.0,87.73592902209604,100000.0
1543,THMtex,0.0,0.0,0.0,0.0
1544,THRA2,-0.059078267324338185,2.2518080916643575,-17.17391580204537,2.2518080916643575
1545,THRA,9.986187391413267,2.2432275878273233,-7.128650143307766,2.2432275878273233
1546,SPODMpp,87.73592902209604,100000.0,87.73592902209604,100000.0
1547,SSALx,-41.25983674939508,2.362143583933458,-41.25983674939508,2.362143583933458
1548,THRD,23.124212953149936,2.710104233844266,23.124212953149936,2.710104233844266
1549,R5PP,-0.3530881139108146,2.0324259497506216,-17.467925648631848,2.0324259497506216
1550,THRD_L,-24.07272308280102,4.155707806831844,-41.18756061752205,4.155707806831844
1551,THRPtex,0.0,0.0,0.0,0.0
1552,THRS,-29.378373096638313,2.8092824174813695,-46.49321063135935,2.8092824174813695
1553,THRabcpp,-29.144472212600157,0.3042778553577673,-46.25930974732119,0.3042778553577673
1554,THRt2pp,0.0,0.0,0.0,0.0
1555,SSALy,-41.273882551492676,2.3715351206464494,-41.273882551492676,2.3715351206464494
1556,SUCASPtpp,0.0,0.0,0.0,0.0
1557,SUCBZL,-17.589119923919725,1.4625723967010194,-17.589119923919725,1.4625723967010194
1558,SUCBZS,-38.59058643764723,7.366197871348528,-38.59058643764723,7.366197871348528
1559,SUCCt2_2pp,0.0,0.0,0.0,0.0
1560,SUCCt2_3pp,0.0,0.0,0.0,0.0
1561,SUCCt3pp,0.0,0.0,0.0,0.0
1562,SUCCtex,0.0,0.0,0.0,0.0
1563,SUCDi,-73.60755496283497,6.519495116964099,-73.60755496283497,6.519495116964099
1564,SUCFUMtpp,0.0,0.0,0.0,0.0
1565,SUCMALtpp,0.0,0.0,0.0,0.0
1566,THRt2rpp,0.0,0.0,0.0,0.0
1567,THRt4pp,0.0,0.0,0.0,0.0
1568,THRtex,0.0,0.0,0.0,0.0
1569,THYMt3pp,0.0,0.0,0.0,0.0
1570,SUCOAS,-1.2826366267356661,1.333428124327453,-1.2826366267356661,1.333428124327453
1571,R5PPpp,-0.3530881139108146,2.0324259497506216,-17.467925648631848,2.0324259497506216
1572,SUCRtex,0.0,0.0,0.0,0.0
1573,SUCTARTtpp,0.0,0.0,0.0,0.0
1574,THYMtex,0.0,0.0,0.0,0.0
1575,R5Ptex,0.0,0.0,0.0,0.0
1576,TKT1,-1.5083367293037782,2.3695192109274323,-1.5083367293037782,2.3695192109274323
1577,SUCptspp,-49.07769157573307,1.645697674979369,-49.07769157573307,1.645697674979369
1578,RBFK,-13.345257390032657,2.9153000706183927,-13.345257390032657,2.9153000706183927
1579,SULFACabcpp,-29.144472212600157,0.3042778553577673,-46.25930974732119,0.3042778553577673
1580,TKT2,-10.285814718158093,1.9213332844173217,-10.285814718158093,1.9213332844173217
1581,RBFSa,-98.2081581382514,8.426235295098234,-98.2081581382514,8.426235295098234
1582,TMAOR1,-216.0986583009892,5.71224267988941,-216.0986583009892,5.71224267988941
1583,TMAOR1pp,-216.0986583009892,5.71224267988941,-216.0986583009892,5.71224267988941
1584,TMAOR2,-193.66664415715016,6.8460836869505535,-193.66664415715016,6.8460836869505535
1585,TMAOR2pp,-193.66664415715016,6.8460836869505535,-193.66664415715016,6.8460836869505535
1586,TMAOtex,0.0,0.0,0.0,0.0
1587,SULFACtex,0.0,0.0,0.0,0.0
1588,SULR,-111.91440868724203,4.694120658428454,-111.91440868724203,4.694120658428454
1589,SULabcpp,-29.144472212600157,0.3042778553577673,-46.25930974732119,0.3042778553577673
1590,TAGURr,15.807193436585067,1.4417098176564531,15.807193436585067,1.4417098176564531
1591,TALA,-0.9267158672274718,1.4132811687987983,-0.9267158672274718,1.4132811687987983
1592,TARTD,-33.91381583709317,1.9230443379863245,-33.91381583709317,1.9230443379863245
1593,TARTRDtex,0.0,0.0,0.0,0.0
1594,TMAtex,0.0,0.0,0.0,0.0
1595,TMDK1,-19.949063162816287,2.9943996659897336,-19.949063162816287,2.9943996659897336
1596,TMDPP,5.95703175214328,4.4785065521324645,5.95703175214328,4.4785065521324645
1597,TMDS,-45.259568121512075,2.941525034144618,-45.259568121512075,2.941525034144618
1598,TARTRt7pp,0.0,0.0,0.0,0.0
1599,TARTRtex,0.0,0.0,0.0,0.0
1600,TMK,43.94858956788687,4.455921633726458,43.94858956788687,4.455921633726458
1601,RBFSb,-97.42244025678986,8.322515864872372,-97.42244025678986,8.322515864872372
1602,TMPK,-48.93150725400346,4.108014480706527,-48.93150725400346,4.108014480706527
1603,TMPPP,-26.507985762716316,2.9318707537582602,-26.507985762716316,2.9318707537582602
1604,TARTt2_3pp,0.0,0.0,0.0,0.0
1605,TAUDO,-182.5534701943981,70717.12488546579,-199.66830772911914,70717.12488546579
1606,RBK,-28.791384098689264,2.0417243107177594,-28.791384098689264,2.0417243107177594
1607,TAURabcpp,-29.144472212600157,0.3042778553577673,-46.25930974732119,0.3042778553577673
1608,TAURtex,0.0,0.0,0.0,0.0
1609,TPI,5.612502823343476,0.5486662102928139,5.612502823343476,0.5486662102928139
1610,RBK_L1,-13.206797747366295,2.285607211721919,-13.206797747366295,2.285607211721919
1611,TCYNTtex,0.0,0.0,0.0,0.0
1612,TDP,19.787035041403556,4.104694999092262,2.6721975066825223,4.104694999092262
1613,TDPADGAT,-28.592913995773188,1.7851304186205461,-28.592913995773188,1.7851304186205461
1614,TDPAGTA,17.112053192626036,1.9024207588502917,17.112053192626036,1.9024207588502917
1615,TDPDRE,-15.39286401234881,1.9024207587542687,-15.39286401234881,1.9024207587542687
1616,TDPDRR,3.555553592959768,1.5859759758653516,3.555553592959768,1.5859759758653516
1617,TPRDCOAS,1.5387479537004367,4.24471740559582,1.5387479537004367,4.24471740559582
1618,TRDR,-8.429741833086155,1.4734461041353875,-8.429741833086155,1.4734461041353875
1619,TRE6PH,-9.525781432196027,1.9236260481858956,-26.64061896691706,1.9236260481858956
1620,TRE6PP,-4.212139664936103,3.14889763128734,-21.326977199657136,3.14889763128734
1621,TDPGDH,-47.53543835238993,2.9917850645464643,-47.53543835238993,2.9917850645464643
1622,TDSK,-11.2028877799994,1.38529054274067,-11.2028877799994,1.38529054274067
1623,TRE6PS,-18.168941723710816,1.8743315506207623,-18.168941723710816,1.8743315506207623
1624,RBP4E,-0.4974006288429109,1.3111724612514941,-0.4974006288429109,1.3111724612514941
1625,TREH,-14.582955572174797,2.572682979623339,-31.69779310689583,2.572682979623339
1626,TREHpp,-14.582955572174797,2.572682979623339,-31.69779310689583,2.572682979623339
1627,TREptspp,-50.492345406979666,3.1494337165975903,-50.492345406979666,3.1494337165975903
1628,TGBPA,22.009090467889422,2.299335998767466,4.894252933168389,2.299335998767466
1629,THD2pp,-0.014045802097143678,0.335762924045297,-0.014045802097143678,0.335762924045297
1630,THDPS,26.016742905186334,5.198938766935993,26.016742905186334,5.198938766935993
1631,THFAT,44.719325773023115,7.547990203354282,44.719325773023115,7.547990203354282
1632,THIORDXi,-313.42117906124565,3.55825570885329,-296.30634152652465,3.55825570885329
1633,THMDt2pp_copy1,0.0,0.0,0.0,0.0
1634,TREtex,0.0,0.0,0.0,0.0
1635,TRPAS2,20.511126393641433,0.6480940336937485,-13.718548675800633,0.6480940336937485
1636,TRPS1,-31.50796513527706,3.139215414430628,-31.50796513527706,3.139215414430628
1637,TRPS2,-50.690680034806405,1.1219658204107563,-33.57584250008537,1.1219658204107563
1638,TRPS3,19.182714899529458,2.9318707536532607,2.0678773648084245,2.9318707536532607
1639,THMDt2pp_copy2,0.0,0.0,0.0,0.0
1640,THMDtex,0.0,0.0,0.0,0.0
1641,TRPt2rpp,0.0,0.0,0.0,0.0
1642,TRPtex,0.0,0.0,0.0,0.0
1643,TRSARr,-30.352536669280425,1.6927163689340954,-30.352536669280425,1.6927163689340954
1644,TSULabcpp,-29.144472212600157,0.3042778553577673,-46.25930974732119,0.3042778553577673
1645,TSULtex,0.0,0.0,0.0,0.0
1646,TTDCAtexi,0.0,0.0,0.0,0.0
1647,TTDCEAtexi,0.0,0.0,0.0,0.0
1648,TTRCYCtex,0.0,0.0,0.0,0.0
1649,THMabcpp,-29.144472212600157,0.3042778553577673,-46.25930974732119,0.3042778553577673
1650,TYMtex,0.0,0.0,0.0,0.0
1651,TYRL,-68.01738544107002,111022.55756001687,-102.24706051051209,111022.55756001687
1652,TYROXDApp,-93.52711125275476,4.578266391334068,-110.6419487874758,4.578266391334068
1653,TYRPpp,-0.38797645759444777,100000.0,-17.50281399231548,100000.0
1654,TYRPtex,0.0,0.0,0.0,0.0
1655,TYRTA,0.3903747129425028,2.073145691421782,0.3903747129425028,2.073145691421782
1656,TYRt2rpp,0.0,0.0,0.0,0.0
1657,TYRtex,0.0,0.0,0.0,0.0
1658,ThDPAT,-36.07215070872828,100000.0,-36.07215070872828,100000.0
1659,UAAGDS,-24.45672487124284,2.2736008752268466,-24.45672487124284,2.2736008752268466
1660,UACGALPpp,-31.46517393864076,3.362897278539175,-48.58001147336179,3.362897278539175
1661,TTRCYCtpp,0.0,0.0,0.0,0.0
1662,TUNGSabcpp,-29.144472212600157,0.3042778553577673,-46.25930974732119,0.3042778553577673
1663,TUNGStex,0.0,0.0,0.0,0.0
1664,URIH,-13.327294713062713,2.1853200933713306,-30.442132247783746,2.1853200933713306
1665,URIK2,-18.086618369370854,4.378284063426587,-18.086618369370854,4.378284063426587
1666,UACGAMPpp,-32.69854212284906,4.842380581540681,-49.813379657570096,4.842380581540681
1667,UACGAMtex,0.0,0.0,0.0,0.0
1668,URIt2pp_copy1,0.0,0.0,0.0,0.0
1669,UACMAMO,-29.307946559362108,1.3226851711105219,-29.307946559362108,1.3226851711105219
1670,UAG2E,1.532758603116008,2.6781173023596314,1.532758603116008,2.6781173023596314
1671,URIt2pp_copy2,0.0,0.0,0.0,0.0
1672,URItex,0.0,0.0,0.0,0.0
1673,USHD,-31.456998947616967,3.362897278539174,-48.571836482338,3.362897278539174
1674,UAGCVT,-14.769850695357945,3.712328940151581,-14.769850695357945,3.712328940151581
1675,VALTA,1.7337569791760643,3.4657441762217913,1.7337569791760643,3.4657441762217913
1676,UAGDP,-8.110824819956406,2.9318707536987696,-8.110824819956406,2.9318707536987696
1677,RFAMPtex,0.0,0.0,0.0,0.0
1678,UAGPT3,-14.51231111388887,3.4948719413127147,-14.51231111388887,3.4948719413127147
1679,UAMAGS,-32.43864114532653,3.2011127888573467,-32.43864114532653,3.2011127888573467
1680,UAMAS,-29.98940194572083,2.2896545770336734,-29.98940194572083,2.2896545770336734
1681,VALabcpp,-29.144472212600157,0.3042778553577673,-46.25930974732119,0.3042778553577673
1682,VALt2rpp,0.0,0.0,0.0,0.0
1683,VALtex,0.0,0.0,0.0,0.0
1684,RFAMPtpp,0.0,0.0,0.0,0.0
1685,VPAMTr,-1.5697911235558877,3.49005855732368,-1.5697911235558877,3.49005855732368
1686,UAPGR,-56.001735089150316,1.2990589769725376,-56.001735089150316,1.2990589769725376
1687,UDCPDP,-33.72790364564068,1.2999753345553948,-50.84274118036171,1.2999753345553948
1688,UDCPDPS,-644.9700281541925,23.525626003956283,-644.9700281541925,23.525626003956283
1689,X5PL3E,2.154822360943797,2.096205429132198,2.154822360943797,2.096205429132198
1690,RHAT1,-20.39295351482542,2.203252073253126,-20.39295351482542,2.203252073253126
1691,XAND,-25.183686331770105,4.67652405950228,-25.183686331770105,4.67652405950228
1692,XANt2pp,0.0,0.0,0.0,0.0
1693,UDCPDPpp,-33.72790364564068,1.2999753345553948,-50.84274118036171,1.2999753345553948
1694,UDCPPtppi,0.0,0.0,0.0,0.0
1695,RHCCE,-15.60019624854084,2.6536796714222795,-32.71503378326187,2.6536796714222795
1696,UDPACGALtex,0.0,0.0,0.0,0.0
1697,UDPG4E,1.2751616331933064,1.4612668968959042,1.2751616331933064,1.4612668968959042
1698,UDPGALM,2.7112559874182125,1.090493938694251,2.7112559874182125,1.090493938694251
1699,UDPGALPpp,-37.007721003038796,3.505426225160841,-54.12255853775983,3.505426225160841
1700,UDPGALtex,0.0,0.0,0.0,0.0
1701,XANtex,0.0,0.0,0.0,0.0
1702,XANtpp,0.0,0.0,0.0,0.0
1703,XMPtex,0.0,0.0,0.0,0.0
1704,XPPT,-27.097186248079197,2.435919078821736,-27.097186248079197,2.435919078821736
1705,XTSNH,-3.3884186403404613,3.413549004081033,-20.503256175061495,3.413549004081033
1706,XTSNt2rpp,0.0,0.0,0.0,0.0
1707,XTSNtex,0.0,0.0,0.0,0.0
1708,XYLI1,3.667791648296088,0.5844606793991409,3.667791648296088,0.5844606793991409
1709,XYLI2,-0.11799241892219925,0.2981669114664652,-0.11799241892219925,0.2981669114664652
1710,RIBabcpp,-29.144472212600157,0.3042778553577673,-46.25930974732119,0.3042778553577673
1711,XYLK,-24.271081135373606,2.02582148157776,-24.271081135373606,2.02582148157776
1712,XYLK2,-25.527856534288333,2.48849263976513,-25.527856534288333,2.48849263976513
1713,UDPGD,-26.70520390245622,2.20116742642755,-26.70520390245622,2.20116742642755
1714,RIBtex,0.0,0.0,0.0,0.0
1715,UDPGDC,-11.069729415162556,3.8504706460458644,-28.18456694988359,3.8504706460458644
1716,UDPGLCURtex,0.0,0.0,0.0,0.0
1717,XYLUt2pp,0.0,0.0,0.0,0.0
1718,UDPGPpp,-39.537514566410664,3.786562952924337,-56.6523521011317,3.786562952924337
1719,XYLUtex,0.0,0.0,0.0,0.0
1720,RMI,0.13315810076232992,1.6927163689053735,0.13315810076232992,1.6927163689053735
1721,XYLabcpp,-29.144472212600157,0.3042778553577673,-46.25930974732119,0.3042778553577673
1722,XYLt2pp,0.0,0.0,0.0,0.0
1723,UDPGtex,0.0,0.0,0.0,0.0
1724,UDPKAAT,32.45523655992395,2.425067598666245,32.45523655992395,2.425067598666245
1725,XYLtex,0.0,0.0,0.0,0.0
1726,ZN2abcpp,-29.144472212600157,0.3042778553577673,-46.25930974732119,0.3042778553577673
1727,UGLCURPpp,-33.315461386564834,4.842380581540676,-50.43029892128587,4.842380581540676
1728,RMK,-3.781311170617812,2.7569533510072466,-3.781311170617812,2.7569533510072466
1729,UGLT,-2.529793563371527,1.7667018006805797,-2.529793563371527,1.7667018006805797
1730,ZN2t3pp,0.0,0.0,0.0,0.0
1731,ZN2tpp,0.0,0.0,0.0,0.0
1732,ZNabcpp,-29.144472212600157,0.3042778553577673,-46.25930974732119,0.3042778553577673
1733,Zn2tex,0.0,0.0,0.0,0.0
1734,UGLYCH,-19.709770081569104,4.856150654061635,-71.0542826857322,4.856150654061635
1735,UGMDDS,-32.41678155304635,1.7378994248222404,-32.41678155304635,1.7378994248222404
1736,UHGADA,-6.534553878815586,1.8218056456272533,-23.64939141353662,1.8218056456272533
1737,ULA4NFT,1.6658994159316762,5.595464134529625,1.6658994159316762,5.595464134529625
1738,RMNtex,0.0,0.0,0.0,0.0
1739,ULA4Ntppi,0.0,0.0,0.0,0.0
1740,UMPK,-0.6638461797311379,3.192284150578837,-0.6638461797311379,3.192284150578837
1741,UMPtex,0.0,0.0,0.0,0.0
1742,RMNtpp,0.0,0.0,0.0,0.0
1743,UPLA4FNT,253.48213066323189,70717.77995115203,253.48213066323189,70717.77995115203
1744,UPP3MT,-267.749164509587,289765.6081597361,-267.749164509587,289765.6081597361
1745,UPP3S,-313.9538535653496,400035.1283250882,-313.9538535653496,400035.1283250882
1746,RMPA,6.366305930897283,2.9318707536468915,-10.74853160382375,2.9318707536468915
1747,UPPDC1,-24.713125476414007,12.416142760510722,-93.17247561529814,12.416142760510722
1748,UPPRT,-20.272371156309532,4.385381712703253,-20.272371156309532,4.385381712703253
1749,RNDR1,-42.59679006955905,3.737664644361437,-42.59679006955905,3.737664644361437
1750,URACPAH,-43.836408772713014,100000.0,-60.95124630743405,100000.0
1751,URAt2pp_copy1,0.0,0.0,0.0,0.0
1752,URAt2pp_copy2,0.0,0.0,0.0,0.0
1753,URAtex,0.0,0.0,0.0,0.0
1754,RNDR2,-38.86144641835908,3.038811224893105,-38.86144641835908,3.038811224893105
1755,URDGLYCD,-10.52825514275267,5.435084855312338,-10.52825514275267,5.435084855312338
1756,UREAtex,0.0,0.0,0.0,0.0
1757,UREAtpp,0.0,0.0,0.0,0.0
1758,RNDR3,-39.55203758227803,2.9436610430643677,-39.55203758227803,2.9436610430643677
1759,RNDR4,-41.48598893918317,2.4120632696477173,-41.48598893918317,2.4120632696477173
