carbon	nitrogen	electron
EX_12ppd__S_e	EX_23camp_e	EX_no2_e
EX_12ppd__S_e	EX_23camp_e	EX_no3_e
EX_12ppd__S_e	EX_23camp_e	EX_o2_e
EX_12ppd__S_e	EX_23camp_e	None
EX_12ppd__S_e	EX_23ccmp_e	EX_no2_e
EX_12ppd__S_e	EX_23ccmp_e	EX_no3_e
EX_12ppd__S_e	EX_23ccmp_e	EX_o2_e
EX_12ppd__S_e	EX_23ccmp_e	None
EX_12ppd__S_e	EX_23cgmp_e	EX_no2_e
EX_12ppd__S_e	EX_23cgmp_e	EX_no3_e
EX_12ppd__S_e	EX_23cgmp_e	EX_o2_e
EX_12ppd__S_e	EX_23cgmp_e	None
EX_12ppd__S_e	EX_23cump_e	EX_no2_e
EX_12ppd__S_e	EX_23cump_e	EX_no3_e
EX_12ppd__S_e	EX_23cump_e	EX_o2_e
EX_12ppd__S_e	EX_23cump_e	None
EX_12ppd__S_e	EX_23dappa_e	EX_no2_e
EX_12ppd__S_e	EX_23dappa_e	EX_no3_e
EX_12ppd__S_e	EX_23dappa_e	EX_o2_e
EX_12ppd__S_e	EX_23dappa_e	None
EX_12ppd__S_e	EX_3amp_e	EX_no2_e
EX_12ppd__S_e	EX_3amp_e	EX_no3_e
EX_12ppd__S_e	EX_3amp_e	EX_o2_e
EX_12ppd__S_e	EX_3amp_e	None
EX_12ppd__S_e	EX_3cmp_e	EX_no2_e
EX_12ppd__S_e	EX_3cmp_e	EX_no3_e
EX_12ppd__S_e	EX_3cmp_e	EX_o2_e
EX_12ppd__S_e	EX_3cmp_e	None
EX_12ppd__S_e	EX_3gmp_e	EX_no2_e
EX_12ppd__S_e	EX_3gmp_e	EX_no3_e
EX_12ppd__S_e	EX_3gmp_e	EX_o2_e
EX_12ppd__S_e	EX_3gmp_e	None
EX_12ppd__S_e	EX_3ump_e	EX_no2_e
EX_12ppd__S_e	EX_3ump_e	EX_no3_e
EX_12ppd__S_e	EX_3ump_e	EX_o2_e
EX_12ppd__S_e	EX_3ump_e	None
EX_12ppd__S_e	EX_4abut_e	EX_no2_e
EX_12ppd__S_e	EX_4abut_e	EX_no3_e
EX_12ppd__S_e	EX_4abut_e	EX_o2_e
EX_12ppd__S_e	EX_4abut_e	None
EX_12ppd__S_e	EX_LalaDgluMdapDala_e	EX_no2_e
EX_12ppd__S_e	EX_LalaDgluMdapDala_e	EX_no3_e
EX_12ppd__S_e	EX_LalaDgluMdapDala_e	EX_o2_e
EX_12ppd__S_e	EX_LalaDgluMdapDala_e	None
EX_12ppd__S_e	EX_LalaDgluMdap_e	EX_no2_e
EX_12ppd__S_e	EX_LalaDgluMdap_e	EX_no3_e
EX_12ppd__S_e	EX_LalaDgluMdap_e	EX_o2_e
EX_12ppd__S_e	EX_LalaDgluMdap_e	None
EX_12ppd__S_e	EX_LalaDglu_e	EX_no2_e
EX_12ppd__S_e	EX_LalaDglu_e	EX_no3_e
EX_12ppd__S_e	EX_LalaDglu_e	EX_o2_e
EX_12ppd__S_e	EX_LalaDglu_e	None
EX_12ppd__S_e	EX_LalaLglu_e	EX_no2_e
EX_12ppd__S_e	EX_LalaLglu_e	EX_no3_e
EX_12ppd__S_e	EX_LalaLglu_e	EX_o2_e
EX_12ppd__S_e	EX_LalaLglu_e	None
EX_12ppd__S_e	EX_acgam1p_e	EX_no2_e
EX_12ppd__S_e	EX_acgam1p_e	EX_no3_e
EX_12ppd__S_e	EX_acgam1p_e	EX_o2_e
EX_12ppd__S_e	EX_acgam1p_e	None
EX_12ppd__S_e	EX_acgam_e	EX_no2_e
EX_12ppd__S_e	EX_acgam_e	EX_no3_e
EX_12ppd__S_e	EX_acgam_e	EX_o2_e
EX_12ppd__S_e	EX_acgam_e	None
EX_12ppd__S_e	EX_acmana_e	EX_no2_e
EX_12ppd__S_e	EX_acmana_e	EX_no3_e
EX_12ppd__S_e	EX_acmana_e	EX_o2_e
EX_12ppd__S_e	EX_acmana_e	None
EX_12ppd__S_e	EX_acmum_e	EX_no2_e
EX_12ppd__S_e	EX_acmum_e	EX_no3_e
EX_12ppd__S_e	EX_acmum_e	EX_o2_e
EX_12ppd__S_e	EX_acmum_e	None
EX_12ppd__S_e	EX_acnam_e	EX_no2_e
EX_12ppd__S_e	EX_acnam_e	EX_no3_e
EX_12ppd__S_e	EX_acnam_e	EX_o2_e
EX_12ppd__S_e	EX_acnam_e	None
EX_12ppd__S_e	EX_ade_e	EX_no2_e
EX_12ppd__S_e	EX_ade_e	EX_no3_e
EX_12ppd__S_e	EX_ade_e	EX_o2_e
EX_12ppd__S_e	EX_ade_e	None
EX_12ppd__S_e	EX_adn_e	EX_no2_e
EX_12ppd__S_e	EX_adn_e	EX_no3_e
EX_12ppd__S_e	EX_adn_e	EX_o2_e
EX_12ppd__S_e	EX_adn_e	None
EX_12ppd__S_e	EX_agm_e	EX_no2_e
EX_12ppd__S_e	EX_agm_e	EX_no3_e
EX_12ppd__S_e	EX_agm_e	EX_o2_e
EX_12ppd__S_e	EX_agm_e	None
EX_12ppd__S_e	EX_ala__D_e	EX_no2_e
EX_12ppd__S_e	EX_ala__D_e	EX_no3_e
EX_12ppd__S_e	EX_ala__D_e	EX_o2_e
EX_12ppd__S_e	EX_ala__D_e	None
EX_12ppd__S_e	EX_ala__L_e	EX_no2_e
EX_12ppd__S_e	EX_ala__L_e	EX_no3_e
EX_12ppd__S_e	EX_ala__L_e	EX_o2_e
EX_12ppd__S_e	EX_ala__L_e	None
EX_12ppd__S_e	EX_alaala_e	EX_no2_e
EX_12ppd__S_e	EX_alaala_e	EX_no3_e
EX_12ppd__S_e	EX_alaala_e	EX_o2_e
EX_12ppd__S_e	EX_alaala_e	None
EX_12ppd__S_e	EX_alltn_e	EX_no2_e
EX_12ppd__S_e	EX_alltn_e	EX_no3_e
EX_12ppd__S_e	EX_alltn_e	EX_o2_e
EX_12ppd__S_e	EX_alltn_e	None
EX_12ppd__S_e	EX_amp_e	EX_no2_e
EX_12ppd__S_e	EX_amp_e	EX_no3_e
EX_12ppd__S_e	EX_amp_e	EX_o2_e
EX_12ppd__S_e	EX_amp_e	None
EX_12ppd__S_e	EX_anhgm_e	EX_no2_e
EX_12ppd__S_e	EX_anhgm_e	EX_no3_e
EX_12ppd__S_e	EX_anhgm_e	EX_o2_e
EX_12ppd__S_e	EX_anhgm_e	None
EX_12ppd__S_e	EX_arg__L_e	EX_no2_e
EX_12ppd__S_e	EX_arg__L_e	EX_no3_e
EX_12ppd__S_e	EX_arg__L_e	EX_o2_e
EX_12ppd__S_e	EX_arg__L_e	None
EX_12ppd__S_e	EX_asn__L_e	EX_no2_e
EX_12ppd__S_e	EX_asn__L_e	EX_no3_e
EX_12ppd__S_e	EX_asn__L_e	EX_o2_e
EX_12ppd__S_e	EX_asn__L_e	None
EX_12ppd__S_e	EX_asp__L_e	EX_no2_e
EX_12ppd__S_e	EX_asp__L_e	EX_no3_e
EX_12ppd__S_e	EX_asp__L_e	EX_o2_e
EX_12ppd__S_e	EX_asp__L_e	None
EX_12ppd__S_e	EX_cgly_e	EX_no2_e
EX_12ppd__S_e	EX_cgly_e	EX_no3_e
EX_12ppd__S_e	EX_cgly_e	EX_o2_e
EX_12ppd__S_e	EX_cgly_e	None
EX_12ppd__S_e	EX_chtbs_e	EX_no2_e
EX_12ppd__S_e	EX_chtbs_e	EX_no3_e
EX_12ppd__S_e	EX_chtbs_e	EX_o2_e
EX_12ppd__S_e	EX_chtbs_e	None
EX_12ppd__S_e	EX_cmp_e	EX_no2_e
EX_12ppd__S_e	EX_cmp_e	EX_no3_e
EX_12ppd__S_e	EX_cmp_e	EX_o2_e
EX_12ppd__S_e	EX_cmp_e	None
EX_12ppd__S_e	EX_csn_e	EX_no2_e
EX_12ppd__S_e	EX_csn_e	EX_no3_e
EX_12ppd__S_e	EX_csn_e	EX_o2_e
EX_12ppd__S_e	EX_csn_e	None
EX_12ppd__S_e	EX_cynt_e	EX_no2_e
EX_12ppd__S_e	EX_cynt_e	EX_no3_e
EX_12ppd__S_e	EX_cynt_e	EX_o2_e
EX_12ppd__S_e	EX_cynt_e	None
EX_12ppd__S_e	EX_cys__D_e	EX_no2_e
EX_12ppd__S_e	EX_cys__D_e	EX_no3_e
EX_12ppd__S_e	EX_cys__D_e	EX_o2_e
EX_12ppd__S_e	EX_cys__D_e	None
EX_12ppd__S_e	EX_cys__L_e	EX_no2_e
EX_12ppd__S_e	EX_cys__L_e	EX_no3_e
EX_12ppd__S_e	EX_cys__L_e	EX_o2_e
EX_12ppd__S_e	EX_cys__L_e	None
EX_12ppd__S_e	EX_cytd_e	EX_no2_e
EX_12ppd__S_e	EX_cytd_e	EX_no3_e
EX_12ppd__S_e	EX_cytd_e	EX_o2_e
EX_12ppd__S_e	EX_cytd_e	None
EX_12ppd__S_e	EX_dad_2_e	EX_no2_e
EX_12ppd__S_e	EX_dad_2_e	EX_no3_e
EX_12ppd__S_e	EX_dad_2_e	EX_o2_e
EX_12ppd__S_e	EX_dad_2_e	None
EX_12ppd__S_e	EX_damp_e	EX_no2_e
EX_12ppd__S_e	EX_damp_e	EX_no3_e
EX_12ppd__S_e	EX_damp_e	EX_o2_e
EX_12ppd__S_e	EX_damp_e	None
EX_12ppd__S_e	EX_dcmp_e	EX_no2_e
EX_12ppd__S_e	EX_dcmp_e	EX_no3_e
EX_12ppd__S_e	EX_dcmp_e	EX_o2_e
EX_12ppd__S_e	EX_dcmp_e	None
EX_12ppd__S_e	EX_dcyt_e	EX_no2_e
EX_12ppd__S_e	EX_dcyt_e	EX_no3_e
EX_12ppd__S_e	EX_dcyt_e	EX_o2_e
EX_12ppd__S_e	EX_dcyt_e	None
EX_12ppd__S_e	EX_dgmp_e	EX_no2_e
EX_12ppd__S_e	EX_dgmp_e	EX_no3_e
EX_12ppd__S_e	EX_dgmp_e	EX_o2_e
EX_12ppd__S_e	EX_dgmp_e	None
EX_12ppd__S_e	EX_dgsn_e	EX_no2_e
EX_12ppd__S_e	EX_dgsn_e	EX_no3_e
EX_12ppd__S_e	EX_dgsn_e	EX_o2_e
EX_12ppd__S_e	EX_dgsn_e	None
EX_12ppd__S_e	EX_dimp_e	EX_no2_e
EX_12ppd__S_e	EX_dimp_e	EX_no3_e
EX_12ppd__S_e	EX_dimp_e	EX_o2_e
EX_12ppd__S_e	EX_dimp_e	None
EX_12ppd__S_e	EX_din_e	EX_no2_e
EX_12ppd__S_e	EX_din_e	EX_no3_e
EX_12ppd__S_e	EX_din_e	EX_o2_e
EX_12ppd__S_e	EX_din_e	None
EX_12ppd__S_e	EX_dopa_e	EX_no2_e
EX_12ppd__S_e	EX_dopa_e	EX_no3_e
EX_12ppd__S_e	EX_dopa_e	EX_o2_e
EX_12ppd__S_e	EX_dopa_e	None
EX_12ppd__S_e	EX_dump_e	EX_no2_e
EX_12ppd__S_e	EX_dump_e	EX_no3_e
EX_12ppd__S_e	EX_dump_e	EX_o2_e
EX_12ppd__S_e	EX_dump_e	None
EX_12ppd__S_e	EX_duri_e	EX_no2_e
EX_12ppd__S_e	EX_duri_e	EX_no3_e
EX_12ppd__S_e	EX_duri_e	EX_o2_e
EX_12ppd__S_e	EX_duri_e	None
EX_12ppd__S_e	EX_etha_e	EX_no2_e
EX_12ppd__S_e	EX_etha_e	EX_no3_e
EX_12ppd__S_e	EX_etha_e	EX_o2_e
EX_12ppd__S_e	EX_etha_e	None
EX_12ppd__S_e	EX_g3pe_e	EX_no2_e
EX_12ppd__S_e	EX_g3pe_e	EX_no3_e
EX_12ppd__S_e	EX_g3pe_e	EX_o2_e
EX_12ppd__S_e	EX_g3pe_e	None
EX_12ppd__S_e	EX_g3ps_e	EX_no2_e
EX_12ppd__S_e	EX_g3ps_e	EX_no3_e
EX_12ppd__S_e	EX_g3ps_e	EX_o2_e
EX_12ppd__S_e	EX_g3ps_e	None
EX_12ppd__S_e	EX_gam6p_e	EX_no2_e
EX_12ppd__S_e	EX_gam6p_e	EX_no3_e
EX_12ppd__S_e	EX_gam6p_e	EX_o2_e
EX_12ppd__S_e	EX_gam6p_e	None
EX_12ppd__S_e	EX_gam_e	EX_no2_e
EX_12ppd__S_e	EX_gam_e	EX_no3_e
EX_12ppd__S_e	EX_gam_e	EX_o2_e
EX_12ppd__S_e	EX_gam_e	None
EX_12ppd__S_e	EX_gln__L_e	EX_no2_e
EX_12ppd__S_e	EX_gln__L_e	EX_no3_e
EX_12ppd__S_e	EX_gln__L_e	EX_o2_e
EX_12ppd__S_e	EX_gln__L_e	None
EX_12ppd__S_e	EX_glu__L_e	EX_no2_e
EX_12ppd__S_e	EX_glu__L_e	EX_no3_e
EX_12ppd__S_e	EX_glu__L_e	EX_o2_e
EX_12ppd__S_e	EX_glu__L_e	None
EX_12ppd__S_e	EX_gly_e	EX_no2_e
EX_12ppd__S_e	EX_gly_e	EX_no3_e
EX_12ppd__S_e	EX_gly_e	EX_o2_e
EX_12ppd__S_e	EX_gly_e	None
EX_12ppd__S_e	EX_gmp_e	EX_no2_e
EX_12ppd__S_e	EX_gmp_e	EX_no3_e
EX_12ppd__S_e	EX_gmp_e	EX_o2_e
EX_12ppd__S_e	EX_gmp_e	None
EX_12ppd__S_e	EX_gsn_e	EX_no2_e
EX_12ppd__S_e	EX_gsn_e	EX_no3_e
EX_12ppd__S_e	EX_gsn_e	EX_o2_e
EX_12ppd__S_e	EX_gsn_e	None
EX_12ppd__S_e	EX_gthrd_e	EX_no2_e
EX_12ppd__S_e	EX_gthrd_e	EX_no3_e
EX_12ppd__S_e	EX_gthrd_e	EX_o2_e
EX_12ppd__S_e	EX_gthrd_e	None
EX_12ppd__S_e	EX_gua_e	EX_no2_e
EX_12ppd__S_e	EX_gua_e	EX_no3_e
EX_12ppd__S_e	EX_gua_e	EX_o2_e
EX_12ppd__S_e	EX_gua_e	None
EX_12ppd__S_e	EX_hxan_e	EX_no2_e
EX_12ppd__S_e	EX_hxan_e	EX_no3_e
EX_12ppd__S_e	EX_hxan_e	EX_o2_e
EX_12ppd__S_e	EX_hxan_e	None
EX_12ppd__S_e	EX_imp_e	EX_no2_e
EX_12ppd__S_e	EX_imp_e	EX_no3_e
EX_12ppd__S_e	EX_imp_e	EX_o2_e
EX_12ppd__S_e	EX_imp_e	None
EX_12ppd__S_e	EX_ins_e	EX_no2_e
EX_12ppd__S_e	EX_ins_e	EX_no3_e
EX_12ppd__S_e	EX_ins_e	EX_o2_e
EX_12ppd__S_e	EX_ins_e	None
EX_12ppd__S_e	EX_nh4_e	EX_no2_e
EX_12ppd__S_e	EX_nh4_e	EX_no3_e
EX_12ppd__S_e	EX_nh4_e	EX_o2_e
EX_12ppd__S_e	EX_nh4_e	None
EX_12ppd__S_e	EX_no2_e	EX_no2_e
EX_12ppd__S_e	EX_no2_e	EX_no3_e
EX_12ppd__S_e	EX_no2_e	EX_o2_e
EX_12ppd__S_e	EX_no2_e	None
EX_12ppd__S_e	EX_no3_e	EX_no2_e
EX_12ppd__S_e	EX_no3_e	EX_no3_e
EX_12ppd__S_e	EX_no3_e	EX_o2_e
EX_12ppd__S_e	EX_no3_e	None
EX_12ppd__S_e	EX_no_e	EX_no2_e
EX_12ppd__S_e	EX_no_e	EX_no3_e
EX_12ppd__S_e	EX_no_e	EX_o2_e
EX_12ppd__S_e	EX_no_e	None
EX_12ppd__S_e	EX_orn_e	EX_no2_e
EX_12ppd__S_e	EX_orn_e	EX_no3_e
EX_12ppd__S_e	EX_orn_e	EX_o2_e
EX_12ppd__S_e	EX_orn_e	None
EX_12ppd__S_e	EX_orot_e	EX_no2_e
EX_12ppd__S_e	EX_orot_e	EX_no3_e
EX_12ppd__S_e	EX_orot_e	EX_o2_e
EX_12ppd__S_e	EX_orot_e	None
EX_12ppd__S_e	EX_peamn_e	EX_no2_e
EX_12ppd__S_e	EX_peamn_e	EX_no3_e
EX_12ppd__S_e	EX_peamn_e	EX_o2_e
EX_12ppd__S_e	EX_peamn_e	None
EX_12ppd__S_e	EX_pro__L_e	EX_no2_e
EX_12ppd__S_e	EX_pro__L_e	EX_no3_e
EX_12ppd__S_e	EX_pro__L_e	EX_o2_e
EX_12ppd__S_e	EX_pro__L_e	None
EX_12ppd__S_e	EX_progly_e	EX_no2_e
EX_12ppd__S_e	EX_progly_e	EX_no3_e
EX_12ppd__S_e	EX_progly_e	EX_o2_e
EX_12ppd__S_e	EX_progly_e	None
EX_12ppd__S_e	EX_pser__L_e	EX_no2_e
EX_12ppd__S_e	EX_pser__L_e	EX_no3_e
EX_12ppd__S_e	EX_pser__L_e	EX_o2_e
EX_12ppd__S_e	EX_pser__L_e	None
EX_12ppd__S_e	EX_ptrc_e	EX_no2_e
EX_12ppd__S_e	EX_ptrc_e	EX_no3_e
EX_12ppd__S_e	EX_ptrc_e	EX_o2_e
EX_12ppd__S_e	EX_ptrc_e	None
EX_12ppd__S_e	EX_ser__D_e	EX_no2_e
EX_12ppd__S_e	EX_ser__D_e	EX_no3_e
EX_12ppd__S_e	EX_ser__D_e	EX_o2_e
EX_12ppd__S_e	EX_ser__D_e	None
EX_12ppd__S_e	EX_ser__L_e	EX_no2_e
EX_12ppd__S_e	EX_ser__L_e	EX_no3_e
EX_12ppd__S_e	EX_ser__L_e	EX_o2_e
EX_12ppd__S_e	EX_ser__L_e	None
EX_12ppd__S_e	EX_thr__L_e	EX_no2_e
EX_12ppd__S_e	EX_thr__L_e	EX_no3_e
EX_12ppd__S_e	EX_thr__L_e	EX_o2_e
EX_12ppd__S_e	EX_thr__L_e	None
EX_12ppd__S_e	EX_thrp_e	EX_no2_e
EX_12ppd__S_e	EX_thrp_e	EX_no3_e
EX_12ppd__S_e	EX_thrp_e	EX_o2_e
EX_12ppd__S_e	EX_thrp_e	None
EX_12ppd__S_e	EX_trp__L_e	EX_no2_e
EX_12ppd__S_e	EX_trp__L_e	EX_no3_e
EX_12ppd__S_e	EX_trp__L_e	EX_o2_e
EX_12ppd__S_e	EX_trp__L_e	None
EX_12ppd__S_e	EX_tym_e	EX_no2_e
EX_12ppd__S_e	EX_tym_e	EX_no3_e
EX_12ppd__S_e	EX_tym_e	EX_o2_e
EX_12ppd__S_e	EX_tym_e	None
EX_12ppd__S_e	EX_uacgam_e	EX_no2_e
EX_12ppd__S_e	EX_uacgam_e	EX_no3_e
EX_12ppd__S_e	EX_uacgam_e	EX_o2_e
EX_12ppd__S_e	EX_uacgam_e	None
EX_12ppd__S_e	EX_udpacgal_e	EX_no2_e
EX_12ppd__S_e	EX_udpacgal_e	EX_no3_e
EX_12ppd__S_e	EX_udpacgal_e	EX_o2_e
EX_12ppd__S_e	EX_udpacgal_e	None
EX_12ppd__S_e	EX_udpg_e	EX_no2_e
EX_12ppd__S_e	EX_udpg_e	EX_no3_e
EX_12ppd__S_e	EX_udpg_e	EX_o2_e
EX_12ppd__S_e	EX_udpg_e	None
EX_12ppd__S_e	EX_udpgal_e	EX_no2_e
EX_12ppd__S_e	EX_udpgal_e	EX_no3_e
EX_12ppd__S_e	EX_udpgal_e	EX_o2_e
EX_12ppd__S_e	EX_udpgal_e	None
EX_12ppd__S_e	EX_udpglcur_e	EX_no2_e
EX_12ppd__S_e	EX_udpglcur_e	EX_no3_e
EX_12ppd__S_e	EX_udpglcur_e	EX_o2_e
EX_12ppd__S_e	EX_udpglcur_e	None
EX_12ppd__S_e	EX_ump_e	EX_no2_e
EX_12ppd__S_e	EX_ump_e	EX_no3_e
EX_12ppd__S_e	EX_ump_e	EX_o2_e
EX_12ppd__S_e	EX_ump_e	None
EX_12ppd__S_e	EX_ura_e	EX_no2_e
EX_12ppd__S_e	EX_ura_e	EX_no3_e
EX_12ppd__S_e	EX_ura_e	EX_o2_e
EX_12ppd__S_e	EX_ura_e	None
EX_12ppd__S_e	EX_uri_e	EX_no2_e
EX_12ppd__S_e	EX_uri_e	EX_no3_e
EX_12ppd__S_e	EX_uri_e	EX_o2_e
EX_12ppd__S_e	EX_uri_e	None
EX_12ppd__S_e	EX_xan_e	EX_no2_e
EX_12ppd__S_e	EX_xan_e	EX_no3_e
EX_12ppd__S_e	EX_xan_e	EX_o2_e
EX_12ppd__S_e	EX_xan_e	None
EX_12ppd__S_e	EX_xmp_e	EX_no2_e
EX_12ppd__S_e	EX_xmp_e	EX_no3_e
EX_12ppd__S_e	EX_xmp_e	EX_o2_e
EX_12ppd__S_e	EX_xmp_e	None
EX_12ppd__S_e	EX_xtsn_e	EX_no2_e
EX_12ppd__S_e	EX_xtsn_e	EX_no3_e
EX_12ppd__S_e	EX_xtsn_e	EX_o2_e
EX_12ppd__S_e	EX_xtsn_e	None
EX_14glucan_e	EX_23camp_e	EX_no2_e
EX_14glucan_e	EX_23camp_e	EX_no3_e
EX_14glucan_e	EX_23camp_e	EX_o2_e
EX_14glucan_e	EX_23camp_e	None
EX_14glucan_e	EX_23ccmp_e	EX_no2_e
EX_14glucan_e	EX_23ccmp_e	EX_no3_e
EX_14glucan_e	EX_23ccmp_e	EX_o2_e
EX_14glucan_e	EX_23ccmp_e	None
EX_14glucan_e	EX_23cgmp_e	EX_no2_e
EX_14glucan_e	EX_23cgmp_e	EX_no3_e
EX_14glucan_e	EX_23cgmp_e	EX_o2_e
EX_14glucan_e	EX_23cgmp_e	None
EX_14glucan_e	EX_23cump_e	EX_no2_e
EX_14glucan_e	EX_23cump_e	EX_no3_e
EX_14glucan_e	EX_23cump_e	EX_o2_e
EX_14glucan_e	EX_23cump_e	None
EX_14glucan_e	EX_23dappa_e	EX_no2_e
EX_14glucan_e	EX_23dappa_e	EX_no3_e
EX_14glucan_e	EX_23dappa_e	EX_o2_e
EX_14glucan_e	EX_23dappa_e	None
EX_14glucan_e	EX_3amp_e	EX_no2_e
EX_14glucan_e	EX_3amp_e	EX_no3_e
EX_14glucan_e	EX_3amp_e	EX_o2_e
EX_14glucan_e	EX_3amp_e	None
EX_14glucan_e	EX_3cmp_e	EX_no2_e
EX_14glucan_e	EX_3cmp_e	EX_no3_e
EX_14glucan_e	EX_3cmp_e	EX_o2_e
EX_14glucan_e	EX_3cmp_e	None
EX_14glucan_e	EX_3gmp_e	EX_no2_e
EX_14glucan_e	EX_3gmp_e	EX_no3_e
EX_14glucan_e	EX_3gmp_e	EX_o2_e
EX_14glucan_e	EX_3gmp_e	None
EX_14glucan_e	EX_3ump_e	EX_no2_e
EX_14glucan_e	EX_3ump_e	EX_no3_e
EX_14glucan_e	EX_3ump_e	EX_o2_e
EX_14glucan_e	EX_3ump_e	None
EX_14glucan_e	EX_4abut_e	EX_no2_e
EX_14glucan_e	EX_4abut_e	EX_no3_e
EX_14glucan_e	EX_4abut_e	EX_o2_e
EX_14glucan_e	EX_4abut_e	None
EX_14glucan_e	EX_LalaDgluMdapDala_e	EX_no2_e
EX_14glucan_e	EX_LalaDgluMdapDala_e	EX_no3_e
EX_14glucan_e	EX_LalaDgluMdapDala_e	EX_o2_e
EX_14glucan_e	EX_LalaDgluMdapDala_e	None
EX_14glucan_e	EX_LalaDgluMdap_e	EX_no2_e
EX_14glucan_e	EX_LalaDgluMdap_e	EX_no3_e
EX_14glucan_e	EX_LalaDgluMdap_e	EX_o2_e
EX_14glucan_e	EX_LalaDgluMdap_e	None
EX_14glucan_e	EX_LalaDglu_e	EX_no2_e
EX_14glucan_e	EX_LalaDglu_e	EX_no3_e
EX_14glucan_e	EX_LalaDglu_e	EX_o2_e
EX_14glucan_e	EX_LalaDglu_e	None
EX_14glucan_e	EX_LalaLglu_e	EX_no2_e
EX_14glucan_e	EX_LalaLglu_e	EX_no3_e
EX_14glucan_e	EX_LalaLglu_e	EX_o2_e
EX_14glucan_e	EX_LalaLglu_e	None
EX_14glucan_e	EX_acgam1p_e	EX_no2_e
EX_14glucan_e	EX_acgam1p_e	EX_no3_e
EX_14glucan_e	EX_acgam1p_e	EX_o2_e
EX_14glucan_e	EX_acgam1p_e	None
EX_14glucan_e	EX_acgam_e	EX_no2_e
EX_14glucan_e	EX_acgam_e	EX_no3_e
EX_14glucan_e	EX_acgam_e	EX_o2_e
EX_14glucan_e	EX_acgam_e	None
EX_14glucan_e	EX_acmana_e	EX_no2_e
EX_14glucan_e	EX_acmana_e	EX_no3_e
EX_14glucan_e	EX_acmana_e	EX_o2_e
EX_14glucan_e	EX_acmana_e	None
EX_14glucan_e	EX_acmum_e	EX_no2_e
EX_14glucan_e	EX_acmum_e	EX_no3_e
EX_14glucan_e	EX_acmum_e	EX_o2_e
EX_14glucan_e	EX_acmum_e	None
EX_14glucan_e	EX_acnam_e	EX_no2_e
EX_14glucan_e	EX_acnam_e	EX_no3_e
EX_14glucan_e	EX_acnam_e	EX_o2_e
EX_14glucan_e	EX_acnam_e	None
EX_14glucan_e	EX_ade_e	EX_no2_e
EX_14glucan_e	EX_ade_e	EX_no3_e
EX_14glucan_e	EX_ade_e	EX_o2_e
EX_14glucan_e	EX_ade_e	None
EX_14glucan_e	EX_adn_e	EX_no2_e
EX_14glucan_e	EX_adn_e	EX_no3_e
EX_14glucan_e	EX_adn_e	EX_o2_e
EX_14glucan_e	EX_adn_e	None
EX_14glucan_e	EX_agm_e	EX_no2_e
EX_14glucan_e	EX_agm_e	EX_no3_e
EX_14glucan_e	EX_agm_e	EX_o2_e
EX_14glucan_e	EX_agm_e	None
EX_14glucan_e	EX_ala__D_e	EX_no2_e
EX_14glucan_e	EX_ala__D_e	EX_no3_e
EX_14glucan_e	EX_ala__D_e	EX_o2_e
EX_14glucan_e	EX_ala__D_e	None
EX_14glucan_e	EX_ala__L_e	EX_no2_e
EX_14glucan_e	EX_ala__L_e	EX_no3_e
EX_14glucan_e	EX_ala__L_e	EX_o2_e
EX_14glucan_e	EX_ala__L_e	None
EX_14glucan_e	EX_alaala_e	EX_no2_e
EX_14glucan_e	EX_alaala_e	EX_no3_e
EX_14glucan_e	EX_alaala_e	EX_o2_e
EX_14glucan_e	EX_alaala_e	None
EX_14glucan_e	EX_alltn_e	EX_no2_e
EX_14glucan_e	EX_alltn_e	EX_no3_e
EX_14glucan_e	EX_alltn_e	EX_o2_e
EX_14glucan_e	EX_alltn_e	None
EX_14glucan_e	EX_amp_e	EX_no2_e
EX_14glucan_e	EX_amp_e	EX_no3_e
EX_14glucan_e	EX_amp_e	EX_o2_e
EX_14glucan_e	EX_amp_e	None
EX_14glucan_e	EX_anhgm_e	EX_no2_e
EX_14glucan_e	EX_anhgm_e	EX_no3_e
EX_14glucan_e	EX_anhgm_e	EX_o2_e
EX_14glucan_e	EX_anhgm_e	None
EX_14glucan_e	EX_arg__L_e	EX_no2_e
EX_14glucan_e	EX_arg__L_e	EX_no3_e
EX_14glucan_e	EX_arg__L_e	EX_o2_e
EX_14glucan_e	EX_arg__L_e	None
EX_14glucan_e	EX_asn__L_e	EX_no2_e
EX_14glucan_e	EX_asn__L_e	EX_no3_e
EX_14glucan_e	EX_asn__L_e	EX_o2_e
EX_14glucan_e	EX_asn__L_e	None
EX_14glucan_e	EX_asp__L_e	EX_no2_e
EX_14glucan_e	EX_asp__L_e	EX_no3_e
EX_14glucan_e	EX_asp__L_e	EX_o2_e
EX_14glucan_e	EX_asp__L_e	None
EX_14glucan_e	EX_cgly_e	EX_no2_e
EX_14glucan_e	EX_cgly_e	EX_no3_e
EX_14glucan_e	EX_cgly_e	EX_o2_e
EX_14glucan_e	EX_cgly_e	None
EX_14glucan_e	EX_chtbs_e	EX_no2_e
EX_14glucan_e	EX_chtbs_e	EX_no3_e
EX_14glucan_e	EX_chtbs_e	EX_o2_e
EX_14glucan_e	EX_chtbs_e	None
EX_14glucan_e	EX_cmp_e	EX_no2_e
EX_14glucan_e	EX_cmp_e	EX_no3_e
EX_14glucan_e	EX_cmp_e	EX_o2_e
EX_14glucan_e	EX_cmp_e	None
