,carbon,nitrogen,electron,sulfur,phosphorous
470,DM_arg-L_e,DM_5mtr_e,DM_o2_e,DM_so4_e,DM_pi_e
471,DM_arg-L_e,DM_5mtr_e,None,DM_so4_e,DM_pi_e
472,DM_arg-L_e,DM_acser_e,DM_o2_e,DM_so4_e,DM_pi_e
473,DM_arg-L_e,DM_acser_e,None,DM_so4_e,DM_pi_e
474,DM_arg-L_e,DM_ala-D_e,DM_o2_e,DM_so4_e,DM_pi_e
475,DM_arg-L_e,DM_ala-D_e,None,DM_so4_e,DM_pi_e
476,DM_arg-L_e,DM_ala-L_e,DM_o2_e,DM_so4_e,DM_pi_e
477,DM_arg-L_e,DM_ala-L_e,None,DM_so4_e,DM_pi_e
478,DM_arg-L_e,DM_alaala_e,DM_o2_e,DM_so4_e,DM_pi_e
479,DM_arg-L_e,DM_alaala_e,None,DM_so4_e,DM_pi_e
480,DM_arg-L_e,DM_arg-L_e,DM_o2_e,DM_so4_e,DM_pi_e
481,DM_arg-L_e,DM_arg-L_e,None,DM_so4_e,DM_pi_e
482,DM_arg-L_e,DM_asn-L_e,DM_o2_e,DM_so4_e,DM_pi_e
483,DM_arg-L_e,DM_asn-L_e,None,DM_so4_e,DM_pi_e
484,DM_arg-L_e,DM_asp-L_e,DM_o2_e,DM_so4_e,DM_pi_e
485,DM_arg-L_e,DM_asp-L_e,None,DM_so4_e,DM_pi_e
486,DM_arg-L_e,DM_cys-L_e,DM_o2_e,DM_so4_e,DM_pi_e
487,DM_arg-L_e,DM_cys-L_e,None,DM_so4_e,DM_pi_e
488,DM_arg-L_e,DM_glu-L_e,DM_o2_e,DM_so4_e,DM_pi_e
489,DM_arg-L_e,DM_glu-L_e,None,DM_so4_e,DM_pi_e
490,DM_arg-L_e,DM_gly_e,DM_o2_e,DM_so4_e,DM_pi_e
491,DM_arg-L_e,DM_gly_e,None,DM_so4_e,DM_pi_e
492,DM_arg-L_e,DM_gthrd_e,DM_o2_e,DM_so4_e,DM_pi_e
493,DM_arg-L_e,DM_gthrd_e,None,DM_so4_e,DM_pi_e
494,DM_arg-L_e,DM_his-L_e,DM_o2_e,DM_so4_e,DM_pi_e
495,DM_arg-L_e,DM_his-L_e,None,DM_so4_e,DM_pi_e
496,DM_arg-L_e,DM_ile-L_e,DM_o2_e,DM_so4_e,DM_pi_e
497,DM_arg-L_e,DM_ile-L_e,None,DM_so4_e,DM_pi_e
498,DM_arg-L_e,DM_leu-L_e,DM_o2_e,DM_so4_e,DM_pi_e
499,DM_arg-L_e,DM_leu-L_e,None,DM_so4_e,DM_pi_e
500,DM_arg-L_e,DM_lys-L_e,DM_o2_e,DM_so4_e,DM_pi_e
501,DM_arg-L_e,DM_lys-L_e,None,DM_so4_e,DM_pi_e
502,DM_arg-L_e,DM_nh4_e,DM_o2_e,DM_so4_e,DM_pi_e
503,DM_arg-L_e,DM_nh4_e,None,DM_so4_e,DM_pi_e
504,DM_arg-L_e,DM_phe-L_e,DM_o2_e,DM_so4_e,DM_pi_e
505,DM_arg-L_e,DM_phe-L_e,None,DM_so4_e,DM_pi_e
506,DM_arg-L_e,DM_pro-L_e,DM_o2_e,DM_so4_e,DM_pi_e
507,DM_arg-L_e,DM_pro-L_e,None,DM_so4_e,DM_pi_e
508,DM_arg-L_e,DM_ser-L_e,DM_o2_e,DM_so4_e,DM_pi_e
509,DM_arg-L_e,DM_ser-L_e,None,DM_so4_e,DM_pi_e
510,DM_arg-L_e,DM_thr-L_e,DM_o2_e,DM_so4_e,DM_pi_e
511,DM_arg-L_e,DM_thr-L_e,None,DM_so4_e,DM_pi_e
512,DM_arg-L_e,DM_trp-L_e,DM_o2_e,DM_so4_e,DM_pi_e
513,DM_arg-L_e,DM_trp-L_e,None,DM_so4_e,DM_pi_e
514,DM_arg-L_e,DM_tyr-L_e,DM_o2_e,DM_so4_e,DM_pi_e
515,DM_arg-L_e,DM_tyr-L_e,None,DM_so4_e,DM_pi_e
516,DM_arg-L_e,DM_val-L_e,DM_o2_e,DM_so4_e,DM_pi_e
517,DM_arg-L_e,DM_val-L_e,None,DM_so4_e,DM_pi_e
518,DM_arg-L_e,None,DM_o2_e,DM_so4_e,DM_pi_e
519,DM_arg-L_e,None,None,DM_so4_e,DM_pi_e
520,DM_asn-L_e,DM_5DRIB,DM_o2_e,DM_so4_e,DM_pi_e
521,DM_asn-L_e,DM_5DRIB,None,DM_so4_e,DM_pi_e
522,DM_asn-L_e,DM_5mtr_e,DM_o2_e,DM_so4_e,DM_pi_e
523,DM_asn-L_e,DM_5mtr_e,None,DM_so4_e,DM_pi_e
524,DM_asn-L_e,DM_acser_e,DM_o2_e,DM_so4_e,DM_pi_e
525,DM_asn-L_e,DM_acser_e,None,DM_so4_e,DM_pi_e
526,DM_asn-L_e,DM_ala-D_e,DM_o2_e,DM_so4_e,DM_pi_e
527,DM_asn-L_e,DM_ala-D_e,None,DM_so4_e,DM_pi_e
528,DM_asn-L_e,DM_ala-L_e,DM_o2_e,DM_so4_e,DM_pi_e
529,DM_asn-L_e,DM_ala-L_e,None,DM_so4_e,DM_pi_e
530,DM_asn-L_e,DM_alaala_e,DM_o2_e,DM_so4_e,DM_pi_e
531,DM_asn-L_e,DM_alaala_e,None,DM_so4_e,DM_pi_e
532,DM_asn-L_e,DM_arg-L_e,DM_o2_e,DM_so4_e,DM_pi_e
533,DM_asn-L_e,DM_arg-L_e,None,DM_so4_e,DM_pi_e
534,DM_asn-L_e,DM_asn-L_e,DM_o2_e,DM_so4_e,DM_pi_e
535,DM_asn-L_e,DM_asn-L_e,None,DM_so4_e,DM_pi_e
536,DM_asn-L_e,DM_asp-L_e,DM_o2_e,DM_so4_e,DM_pi_e
537,DM_asn-L_e,DM_asp-L_e,None,DM_so4_e,DM_pi_e
538,DM_asn-L_e,DM_cys-L_e,DM_o2_e,DM_so4_e,DM_pi_e
539,DM_asn-L_e,DM_cys-L_e,None,DM_so4_e,DM_pi_e
540,DM_asn-L_e,DM_glu-L_e,DM_o2_e,DM_so4_e,DM_pi_e
541,DM_asn-L_e,DM_glu-L_e,None,DM_so4_e,DM_pi_e
542,DM_asn-L_e,DM_gly_e,DM_o2_e,DM_so4_e,DM_pi_e
543,DM_asn-L_e,DM_gly_e,None,DM_so4_e,DM_pi_e
544,DM_asn-L_e,DM_gthrd_e,DM_o2_e,DM_so4_e,DM_pi_e
545,DM_asn-L_e,DM_gthrd_e,None,DM_so4_e,DM_pi_e
546,DM_asn-L_e,DM_his-L_e,DM_o2_e,DM_so4_e,DM_pi_e
547,DM_asn-L_e,DM_his-L_e,None,DM_so4_e,DM_pi_e
548,DM_asn-L_e,DM_ile-L_e,DM_o2_e,DM_so4_e,DM_pi_e
549,DM_asn-L_e,DM_ile-L_e,None,DM_so4_e,DM_pi_e
550,DM_asn-L_e,DM_leu-L_e,DM_o2_e,DM_so4_e,DM_pi_e
551,DM_asn-L_e,DM_leu-L_e,None,DM_so4_e,DM_pi_e
552,DM_asn-L_e,DM_lys-L_e,DM_o2_e,DM_so4_e,DM_pi_e
553,DM_asn-L_e,DM_lys-L_e,None,DM_so4_e,DM_pi_e
554,DM_asn-L_e,DM_nh4_e,DM_o2_e,DM_so4_e,DM_pi_e
555,DM_asn-L_e,DM_nh4_e,None,DM_so4_e,DM_pi_e
556,DM_asn-L_e,DM_phe-L_e,DM_o2_e,DM_so4_e,DM_pi_e
557,DM_asn-L_e,DM_phe-L_e,None,DM_so4_e,DM_pi_e
558,DM_asn-L_e,DM_pro-L_e,DM_o2_e,DM_so4_e,DM_pi_e
559,DM_asn-L_e,DM_pro-L_e,None,DM_so4_e,DM_pi_e
560,DM_asn-L_e,DM_ser-L_e,DM_o2_e,DM_so4_e,DM_pi_e
561,DM_asn-L_e,DM_ser-L_e,None,DM_so4_e,DM_pi_e
562,DM_asn-L_e,DM_thr-L_e,DM_o2_e,DM_so4_e,DM_pi_e
563,DM_asn-L_e,DM_thr-L_e,None,DM_so4_e,DM_pi_e
564,DM_asn-L_e,DM_trp-L_e,DM_o2_e,DM_so4_e,DM_pi_e
565,DM_asn-L_e,DM_trp-L_e,None,DM_so4_e,DM_pi_e
566,DM_asn-L_e,DM_tyr-L_e,DM_o2_e,DM_so4_e,DM_pi_e
567,DM_asn-L_e,DM_tyr-L_e,None,DM_so4_e,DM_pi_e
568,DM_asn-L_e,DM_val-L_e,DM_o2_e,DM_so4_e,DM_pi_e
569,DM_asn-L_e,DM_val-L_e,None,DM_so4_e,DM_pi_e
570,DM_asn-L_e,None,DM_o2_e,DM_so4_e,DM_pi_e
571,DM_asn-L_e,None,None,DM_so4_e,DM_pi_e
572,DM_asp-L_e,DM_5DRIB,DM_o2_e,DM_so4_e,DM_pi_e
573,DM_asp-L_e,DM_5DRIB,None,DM_so4_e,DM_pi_e
574,DM_asp-L_e,DM_5mtr_e,DM_o2_e,DM_so4_e,DM_pi_e
575,DM_asp-L_e,DM_5mtr_e,None,DM_so4_e,DM_pi_e
576,DM_asp-L_e,DM_acser_e,DM_o2_e,DM_so4_e,DM_pi_e
577,DM_asp-L_e,DM_acser_e,None,DM_so4_e,DM_pi_e
578,DM_asp-L_e,DM_ala-D_e,DM_o2_e,DM_so4_e,DM_pi_e
579,DM_asp-L_e,DM_ala-D_e,None,DM_so4_e,DM_pi_e
580,DM_asp-L_e,DM_ala-L_e,DM_o2_e,DM_so4_e,DM_pi_e
581,DM_asp-L_e,DM_ala-L_e,None,DM_so4_e,DM_pi_e
582,DM_asp-L_e,DM_alaala_e,DM_o2_e,DM_so4_e,DM_pi_e
583,DM_asp-L_e,DM_alaala_e,None,DM_so4_e,DM_pi_e
584,DM_asp-L_e,DM_arg-L_e,DM_o2_e,DM_so4_e,DM_pi_e
585,DM_asp-L_e,DM_arg-L_e,None,DM_so4_e,DM_pi_e
586,DM_asp-L_e,DM_asn-L_e,DM_o2_e,DM_so4_e,DM_pi_e
587,DM_asp-L_e,DM_asn-L_e,None,DM_so4_e,DM_pi_e
588,DM_asp-L_e,DM_asp-L_e,DM_o2_e,DM_so4_e,DM_pi_e
589,DM_asp-L_e,DM_asp-L_e,None,DM_so4_e,DM_pi_e
590,DM_asp-L_e,DM_cys-L_e,DM_o2_e,DM_so4_e,DM_pi_e
591,DM_asp-L_e,DM_cys-L_e,None,DM_so4_e,DM_pi_e
592,DM_asp-L_e,DM_glu-L_e,DM_o2_e,DM_so4_e,DM_pi_e
593,DM_asp-L_e,DM_glu-L_e,None,DM_so4_e,DM_pi_e
594,DM_asp-L_e,DM_gly_e,DM_o2_e,DM_so4_e,DM_pi_e
595,DM_asp-L_e,DM_gly_e,None,DM_so4_e,DM_pi_e
596,DM_asp-L_e,DM_gthrd_e,DM_o2_e,DM_so4_e,DM_pi_e
597,DM_asp-L_e,DM_gthrd_e,None,DM_so4_e,DM_pi_e
598,DM_asp-L_e,DM_his-L_e,DM_o2_e,DM_so4_e,DM_pi_e
599,DM_asp-L_e,DM_his-L_e,None,DM_so4_e,DM_pi_e
600,DM_asp-L_e,DM_ile-L_e,DM_o2_e,DM_so4_e,DM_pi_e
601,DM_asp-L_e,DM_ile-L_e,None,DM_so4_e,DM_pi_e
602,DM_asp-L_e,DM_leu-L_e,DM_o2_e,DM_so4_e,DM_pi_e
603,DM_asp-L_e,DM_leu-L_e,None,DM_so4_e,DM_pi_e
604,DM_asp-L_e,DM_lys-L_e,DM_o2_e,DM_so4_e,DM_pi_e
605,DM_asp-L_e,DM_lys-L_e,None,DM_so4_e,DM_pi_e
606,DM_asp-L_e,DM_nh4_e,DM_o2_e,DM_so4_e,DM_pi_e
607,DM_asp-L_e,DM_nh4_e,None,DM_so4_e,DM_pi_e
608,DM_asp-L_e,DM_phe-L_e,DM_o2_e,DM_so4_e,DM_pi_e
609,DM_asp-L_e,DM_phe-L_e,None,DM_so4_e,DM_pi_e
610,DM_asp-L_e,DM_pro-L_e,DM_o2_e,DM_so4_e,DM_pi_e
611,DM_asp-L_e,DM_pro-L_e,None,DM_so4_e,DM_pi_e
612,DM_asp-L_e,DM_ser-L_e,DM_o2_e,DM_so4_e,DM_pi_e
613,DM_asp-L_e,DM_ser-L_e,None,DM_so4_e,DM_pi_e
614,DM_asp-L_e,DM_thr-L_e,DM_o2_e,DM_so4_e,DM_pi_e
615,DM_asp-L_e,DM_thr-L_e,None,DM_so4_e,DM_pi_e
616,DM_asp-L_e,DM_trp-L_e,DM_o2_e,DM_so4_e,DM_pi_e
617,DM_asp-L_e,DM_trp-L_e,None,DM_so4_e,DM_pi_e
618,DM_asp-L_e,DM_tyr-L_e,DM_o2_e,DM_so4_e,DM_pi_e
619,DM_asp-L_e,DM_tyr-L_e,None,DM_so4_e,DM_pi_e
620,DM_asp-L_e,DM_val-L_e,DM_o2_e,DM_so4_e,DM_pi_e
621,DM_asp-L_e,DM_val-L_e,None,DM_so4_e,DM_pi_e
622,DM_asp-L_e,None,DM_o2_e,DM_so4_e,DM_pi_e
623,DM_asp-L_e,None,None,DM_so4_e,DM_pi_e
624,DM_cit_e,DM_5DRIB,DM_o2_e,DM_so4_e,DM_pi_e
625,DM_cit_e,DM_5DRIB,None,DM_so4_e,DM_pi_e
626,DM_cit_e,DM_5mtr_e,DM_o2_e,DM_so4_e,DM_pi_e
627,DM_cit_e,DM_5mtr_e,None,DM_so4_e,DM_pi_e
628,DM_cit_e,DM_acser_e,DM_o2_e,DM_so4_e,DM_pi_e
629,DM_cit_e,DM_acser_e,None,DM_so4_e,DM_pi_e
630,DM_cit_e,DM_ala-D_e,DM_o2_e,DM_so4_e,DM_pi_e
631,DM_cit_e,DM_ala-D_e,None,DM_so4_e,DM_pi_e
632,DM_cit_e,DM_ala-L_e,DM_o2_e,DM_so4_e,DM_pi_e
633,DM_cit_e,DM_ala-L_e,None,DM_so4_e,DM_pi_e
634,DM_cit_e,DM_alaala_e,DM_o2_e,DM_so4_e,DM_pi_e
635,DM_cit_e,DM_alaala_e,None,DM_so4_e,DM_pi_e
636,DM_cit_e,DM_arg-L_e,DM_o2_e,DM_so4_e,DM_pi_e
637,DM_cit_e,DM_arg-L_e,None,DM_so4_e,DM_pi_e
638,DM_cit_e,DM_asn-L_e,DM_o2_e,DM_so4_e,DM_pi_e
639,DM_cit_e,DM_asn-L_e,None,DM_so4_e,DM_pi_e
640,DM_cit_e,DM_asp-L_e,DM_o2_e,DM_so4_e,DM_pi_e
641,DM_cit_e,DM_asp-L_e,None,DM_so4_e,DM_pi_e
642,DM_cit_e,DM_cys-L_e,DM_o2_e,DM_so4_e,DM_pi_e
643,DM_cit_e,DM_cys-L_e,None,DM_so4_e,DM_pi_e
644,DM_cit_e,DM_glu-L_e,DM_o2_e,DM_so4_e,DM_pi_e
645,DM_cit_e,DM_glu-L_e,None,DM_so4_e,DM_pi_e
646,DM_cit_e,DM_gly_e,DM_o2_e,DM_so4_e,DM_pi_e
647,DM_cit_e,DM_gly_e,None,DM_so4_e,DM_pi_e
648,DM_cit_e,DM_gthrd_e,DM_o2_e,DM_so4_e,DM_pi_e
649,DM_cit_e,DM_gthrd_e,None,DM_so4_e,DM_pi_e
650,DM_cit_e,DM_his-L_e,DM_o2_e,DM_so4_e,DM_pi_e
651,DM_cit_e,DM_his-L_e,None,DM_so4_e,DM_pi_e
652,DM_cit_e,DM_ile-L_e,DM_o2_e,DM_so4_e,DM_pi_e
653,DM_cit_e,DM_ile-L_e,None,DM_so4_e,DM_pi_e
654,DM_cit_e,DM_leu-L_e,DM_o2_e,DM_so4_e,DM_pi_e
655,DM_cit_e,DM_leu-L_e,None,DM_so4_e,DM_pi_e
656,DM_cit_e,DM_lys-L_e,DM_o2_e,DM_so4_e,DM_pi_e
657,DM_cit_e,DM_lys-L_e,None,DM_so4_e,DM_pi_e
658,DM_cit_e,DM_nh4_e,DM_o2_e,DM_so4_e,DM_pi_e
659,DM_cit_e,DM_nh4_e,None,DM_so4_e,DM_pi_e
660,DM_cit_e,DM_phe-L_e,DM_o2_e,DM_so4_e,DM_pi_e
661,DM_cit_e,DM_phe-L_e,None,DM_so4_e,DM_pi_e
662,DM_cit_e,DM_pro-L_e,DM_o2_e,DM_so4_e,DM_pi_e
663,DM_cit_e,DM_pro-L_e,None,DM_so4_e,DM_pi_e
664,DM_cit_e,DM_ser-L_e,DM_o2_e,DM_so4_e,DM_pi_e
665,DM_cit_e,DM_ser-L_e,None,DM_so4_e,DM_pi_e
666,DM_cit_e,DM_thr-L_e,DM_o2_e,DM_so4_e,DM_pi_e
667,DM_cit_e,DM_thr-L_e,None,DM_so4_e,DM_pi_e
668,DM_cit_e,DM_trp-L_e,DM_o2_e,DM_so4_e,DM_pi_e
669,DM_cit_e,DM_trp-L_e,None,DM_so4_e,DM_pi_e
670,DM_cit_e,DM_tyr-L_e,DM_o2_e,DM_so4_e,DM_pi_e
671,DM_cit_e,DM_tyr-L_e,None,DM_so4_e,DM_pi_e
672,DM_cit_e,DM_val-L_e,DM_o2_e,DM_so4_e,DM_pi_e
673,DM_cit_e,DM_val-L_e,None,DM_so4_e,DM_pi_e
674,DM_cit_e,None,DM_o2_e,DM_so4_e,DM_pi_e
675,DM_cit_e,None,None,DM_so4_e,DM_pi_e
676,DM_co2_e,DM_5DRIB,DM_o2_e,DM_so4_e,DM_pi_e
677,DM_co2_e,DM_5DRIB,None,DM_so4_e,DM_pi_e
678,DM_co2_e,DM_5mtr_e,DM_o2_e,DM_so4_e,DM_pi_e
679,DM_co2_e,DM_5mtr_e,None,DM_so4_e,DM_pi_e
680,DM_co2_e,DM_acser_e,DM_o2_e,DM_so4_e,DM_pi_e
681,DM_co2_e,DM_acser_e,None,DM_so4_e,DM_pi_e
682,DM_co2_e,DM_ala-D_e,DM_o2_e,DM_so4_e,DM_pi_e
683,DM_co2_e,DM_ala-D_e,None,DM_so4_e,DM_pi_e
684,DM_co2_e,DM_ala-L_e,DM_o2_e,DM_so4_e,DM_pi_e
685,DM_co2_e,DM_ala-L_e,None,DM_so4_e,DM_pi_e
686,DM_co2_e,DM_alaala_e,DM_o2_e,DM_so4_e,DM_pi_e
687,DM_co2_e,DM_alaala_e,None,DM_so4_e,DM_pi_e
688,DM_co2_e,DM_arg-L_e,DM_o2_e,DM_so4_e,DM_pi_e
689,DM_co2_e,DM_arg-L_e,None,DM_so4_e,DM_pi_e
690,DM_co2_e,DM_asn-L_e,DM_o2_e,DM_so4_e,DM_pi_e
691,DM_co2_e,DM_asn-L_e,None,DM_so4_e,DM_pi_e
692,DM_co2_e,DM_asp-L_e,DM_o2_e,DM_so4_e,DM_pi_e
693,DM_co2_e,DM_asp-L_e,None,DM_so4_e,DM_pi_e
694,DM_co2_e,DM_cys-L_e,DM_o2_e,DM_so4_e,DM_pi_e
695,DM_co2_e,DM_cys-L_e,None,DM_so4_e,DM_pi_e
696,DM_co2_e,DM_glu-L_e,DM_o2_e,DM_so4_e,DM_pi_e
697,DM_co2_e,DM_glu-L_e,None,DM_so4_e,DM_pi_e
698,DM_co2_e,DM_gly_e,DM_o2_e,DM_so4_e,DM_pi_e
699,DM_co2_e,DM_gly_e,None,DM_so4_e,DM_pi_e
700,DM_co2_e,DM_gthrd_e,DM_o2_e,DM_so4_e,DM_pi_e
701,DM_co2_e,DM_gthrd_e,None,DM_so4_e,DM_pi_e
702,DM_co2_e,DM_his-L_e,DM_o2_e,DM_so4_e,DM_pi_e
703,DM_co2_e,DM_his-L_e,None,DM_so4_e,DM_pi_e
704,DM_co2_e,DM_ile-L_e,DM_o2_e,DM_so4_e,DM_pi_e
705,DM_co2_e,DM_ile-L_e,None,DM_so4_e,DM_pi_e
706,DM_co2_e,DM_leu-L_e,DM_o2_e,DM_so4_e,DM_pi_e
707,DM_co2_e,DM_leu-L_e,None,DM_so4_e,DM_pi_e
708,DM_co2_e,DM_lys-L_e,DM_o2_e,DM_so4_e,DM_pi_e
709,DM_co2_e,DM_lys-L_e,None,DM_so4_e,DM_pi_e
710,DM_co2_e,DM_nh4_e,DM_o2_e,DM_so4_e,DM_pi_e
711,DM_co2_e,DM_nh4_e,None,DM_so4_e,DM_pi_e
712,DM_co2_e,DM_phe-L_e,DM_o2_e,DM_so4_e,DM_pi_e
713,DM_co2_e,DM_phe-L_e,None,DM_so4_e,DM_pi_e
714,DM_co2_e,DM_pro-L_e,DM_o2_e,DM_so4_e,DM_pi_e
715,DM_co2_e,DM_pro-L_e,None,DM_so4_e,DM_pi_e
716,DM_co2_e,DM_ser-L_e,DM_o2_e,DM_so4_e,DM_pi_e
717,DM_co2_e,DM_ser-L_e,None,DM_so4_e,DM_pi_e
718,DM_co2_e,DM_thr-L_e,DM_o2_e,DM_so4_e,DM_pi_e
719,DM_co2_e,DM_thr-L_e,None,DM_so4_e,DM_pi_e
720,DM_co2_e,DM_trp-L_e,DM_o2_e,DM_so4_e,DM_pi_e
721,DM_co2_e,DM_trp-L_e,None,DM_so4_e,DM_pi_e
722,DM_co2_e,DM_tyr-L_e,DM_o2_e,DM_so4_e,DM_pi_e
723,DM_co2_e,DM_tyr-L_e,None,DM_so4_e,DM_pi_e
724,DM_co2_e,DM_val-L_e,DM_o2_e,DM_so4_e,DM_pi_e
725,DM_co2_e,DM_val-L_e,None,DM_so4_e,DM_pi_e
726,DM_co2_e,None,DM_o2_e,DM_so4_e,DM_pi_e
727,DM_co2_e,None,None,DM_so4_e,DM_pi_e
728,DM_cys-L_e,DM_5DRIB,DM_o2_e,DM_so4_e,DM_pi_e
729,DM_cys-L_e,DM_5DRIB,None,DM_so4_e,DM_pi_e
730,DM_cys-L_e,DM_5mtr_e,DM_o2_e,DM_so4_e,DM_pi_e
731,DM_cys-L_e,DM_5mtr_e,None,DM_so4_e,DM_pi_e
732,DM_cys-L_e,DM_acser_e,DM_o2_e,DM_so4_e,DM_pi_e
733,DM_cys-L_e,DM_acser_e,None,DM_so4_e,DM_pi_e
734,DM_cys-L_e,DM_ala-D_e,DM_o2_e,DM_so4_e,DM_pi_e
735,DM_cys-L_e,DM_ala-D_e,None,DM_so4_e,DM_pi_e
736,DM_cys-L_e,DM_ala-L_e,DM_o2_e,DM_so4_e,DM_pi_e
737,DM_cys-L_e,DM_ala-L_e,None,DM_so4_e,DM_pi_e
738,DM_cys-L_e,DM_alaala_e,DM_o2_e,DM_so4_e,DM_pi_e
739,DM_cys-L_e,DM_alaala_e,None,DM_so4_e,DM_pi_e
740,DM_cys-L_e,DM_arg-L_e,DM_o2_e,DM_so4_e,DM_pi_e
741,DM_cys-L_e,DM_arg-L_e,None,DM_so4_e,DM_pi_e
742,DM_cys-L_e,DM_asn-L_e,DM_o2_e,DM_so4_e,DM_pi_e
743,DM_cys-L_e,DM_asn-L_e,None,DM_so4_e,DM_pi_e
744,DM_cys-L_e,DM_asp-L_e,DM_o2_e,DM_so4_e,DM_pi_e
745,DM_cys-L_e,DM_asp-L_e,None,DM_so4_e,DM_pi_e
746,DM_cys-L_e,DM_cys-L_e,DM_o2_e,DM_so4_e,DM_pi_e
747,DM_cys-L_e,DM_cys-L_e,None,DM_so4_e,DM_pi_e
748,DM_cys-L_e,DM_glu-L_e,DM_o2_e,DM_so4_e,DM_pi_e
749,DM_cys-L_e,DM_glu-L_e,None,DM_so4_e,DM_pi_e
750,DM_cys-L_e,DM_gly_e,DM_o2_e,DM_so4_e,DM_pi_e
751,DM_cys-L_e,DM_gly_e,None,DM_so4_e,DM_pi_e
752,DM_cys-L_e,DM_gthrd_e,DM_o2_e,DM_so4_e,DM_pi_e
753,DM_cys-L_e,DM_gthrd_e,None,DM_so4_e,DM_pi_e
754,DM_cys-L_e,DM_his-L_e,DM_o2_e,DM_so4_e,DM_pi_e
755,DM_cys-L_e,DM_his-L_e,None,DM_so4_e,DM_pi_e
756,DM_cys-L_e,DM_ile-L_e,DM_o2_e,DM_so4_e,DM_pi_e
757,DM_cys-L_e,DM_ile-L_e,None,DM_so4_e,DM_pi_e
758,DM_cys-L_e,DM_leu-L_e,DM_o2_e,DM_so4_e,DM_pi_e
759,DM_cys-L_e,DM_leu-L_e,None,DM_so4_e,DM_pi_e
760,DM_cys-L_e,DM_lys-L_e,DM_o2_e,DM_so4_e,DM_pi_e
761,DM_cys-L_e,DM_lys-L_e,None,DM_so4_e,DM_pi_e
762,DM_cys-L_e,DM_nh4_e,DM_o2_e,DM_so4_e,DM_pi_e
763,DM_cys-L_e,DM_nh4_e,None,DM_so4_e,DM_pi_e
764,DM_cys-L_e,DM_phe-L_e,DM_o2_e,DM_so4_e,DM_pi_e
765,DM_cys-L_e,DM_phe-L_e,None,DM_so4_e,DM_pi_e
766,DM_cys-L_e,DM_pro-L_e,DM_o2_e,DM_so4_e,DM_pi_e
767,DM_cys-L_e,DM_pro-L_e,None,DM_so4_e,DM_pi_e
768,DM_cys-L_e,DM_ser-L_e,DM_o2_e,DM_so4_e,DM_pi_e
769,DM_cys-L_e,DM_ser-L_e,None,DM_so4_e,DM_pi_e
770,DM_cys-L_e,DM_thr-L_e,DM_o2_e,DM_so4_e,DM_pi_e
771,DM_cys-L_e,DM_thr-L_e,None,DM_so4_e,DM_pi_e
772,DM_cys-L_e,DM_trp-L_e,DM_o2_e,DM_so4_e,DM_pi_e
773,DM_cys-L_e,DM_trp-L_e,None,DM_so4_e,DM_pi_e
774,DM_cys-L_e,DM_tyr-L_e,DM_o2_e,DM_so4_e,DM_pi_e
775,DM_cys-L_e,DM_tyr-L_e,None,DM_so4_e,DM_pi_e
776,DM_cys-L_e,DM_val-L_e,DM_o2_e,DM_so4_e,DM_pi_e
777,DM_cys-L_e,DM_val-L_e,None,DM_so4_e,DM_pi_e
778,DM_cys-L_e,None,DM_o2_e,DM_so4_e,DM_pi_e
779,DM_cys-L_e,None,None,DM_so4_e,DM_pi_e
780,DM_dha_e,DM_5DRIB,DM_o2_e,DM_so4_e,DM_pi_e
781,DM_dha_e,DM_5DRIB,None,DM_so4_e,DM_pi_e
782,DM_dha_e,DM_5mtr_e,DM_o2_e,DM_so4_e,DM_pi_e
783,DM_dha_e,DM_5mtr_e,None,DM_so4_e,DM_pi_e
784,DM_dha_e,DM_acser_e,DM_o2_e,DM_so4_e,DM_pi_e
785,DM_dha_e,DM_acser_e,None,DM_so4_e,DM_pi_e
786,DM_dha_e,DM_ala-D_e,DM_o2_e,DM_so4_e,DM_pi_e
787,DM_dha_e,DM_ala-D_e,None,DM_so4_e,DM_pi_e
788,DM_dha_e,DM_ala-L_e,DM_o2_e,DM_so4_e,DM_pi_e
789,DM_dha_e,DM_ala-L_e,None,DM_so4_e,DM_pi_e
790,DM_dha_e,DM_alaala_e,DM_o2_e,DM_so4_e,DM_pi_e
791,DM_dha_e,DM_alaala_e,None,DM_so4_e,DM_pi_e
792,DM_dha_e,DM_arg-L_e,DM_o2_e,DM_so4_e,DM_pi_e
793,DM_dha_e,DM_arg-L_e,None,DM_so4_e,DM_pi_e
794,DM_dha_e,DM_asn-L_e,DM_o2_e,DM_so4_e,DM_pi_e
795,DM_dha_e,DM_asn-L_e,None,DM_so4_e,DM_pi_e
796,DM_dha_e,DM_asp-L_e,DM_o2_e,DM_so4_e,DM_pi_e
797,DM_dha_e,DM_asp-L_e,None,DM_so4_e,DM_pi_e
798,DM_dha_e,DM_cys-L_e,DM_o2_e,DM_so4_e,DM_pi_e
799,DM_dha_e,DM_cys-L_e,None,DM_so4_e,DM_pi_e
800,DM_dha_e,DM_glu-L_e,DM_o2_e,DM_so4_e,DM_pi_e
801,DM_dha_e,DM_glu-L_e,None,DM_so4_e,DM_pi_e
802,DM_dha_e,DM_gly_e,DM_o2_e,DM_so4_e,DM_pi_e
803,DM_dha_e,DM_gly_e,None,DM_so4_e,DM_pi_e
804,DM_dha_e,DM_gthrd_e,DM_o2_e,DM_so4_e,DM_pi_e
